Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.04.2024 19:12"
Zeitbezug:;MEZ
Messstellen-Name:;"Furth im Wald"
Messstellen-Nr.:;15243001
Gewässer:;Chamb
Ostwert:;778880;Nordwert:;5468131;"ETRS89 / UTM Zone 32N"
Pegelnullpunktshöhe:;"388,33 m NHN (DHHN2016)"

"Tageswerte Abfluss [m³/s]"
Datum;Mittelwert;Maximum;Minimum;Prüfstatus
2014-01-01;1,26;1,28;1,23;Geprueft
2014-01-02;1,23;1,23;1,23;Geprueft
2014-01-03;1,23;1,23;1,23;Geprueft
2014-01-04;1,26;1,62;1,23;Geprueft
2014-01-05;1,61;2,08;1,23;Geprueft
2014-01-06;1,56;1,62;1,51;Geprueft
2014-01-07;1,45;1,51;1,39;Geprueft
2014-01-08;1,39;1,39;1,34;Geprueft
2014-01-09;1,3;1,34;1,29;Geprueft
2014-01-10;1,5;1,68;1,29;Geprueft
2014-01-11;1,4;1,51;1,34;Geprueft
2014-01-12;1,35;1,75;0,942;Geprueft
2014-01-13;1,27;1,34;1,23;Geprueft
2014-01-14;1,28;1,39;1,23;Geprueft
2014-01-15;1,5;1,69;1,34;Geprueft
2014-01-16;1,5;1,62;1,45;Geprueft
2014-01-17;1,46;1,51;1,39;Geprueft
2014-01-18;1,47;1,51;1,4;Geprueft
2014-01-19;1,4;1,4;1,4;Geprueft
2014-01-20;1,4;1,4;1,4;Geprueft
2014-01-21;1,39;1,81;0,736;Geprueft
2014-01-22;1,4;1,45;1,4;Geprueft
2014-01-23;1,41;1,45;1,4;Geprueft
2014-01-24;1,55;1,88;1,45;Geprueft
2014-01-25;1,54;1,69;1,45;Geprueft
2014-01-26;1,45;1,45;1,45;Geprueft
2014-01-27;1,46;1,57;1,4;Geprueft
2014-01-28;1,48;1,57;1,45;Geprueft
2014-01-29;1,37;1,45;1,29;Geprueft
2014-01-30;1,29;1,29;1,29;Geprueft
2014-01-31;1,29;1,29;1,29;Geprueft
2014-02-01;1,29;1,29;1,29;Geprueft
2014-02-02;1,29;1,29;1,29;Geprueft
2014-02-03;1,27;1,29;1,24;Geprueft
2014-02-04;1,24;1,24;1,24;Geprueft
2014-02-05;1,21;1,24;1,19;Geprueft
2014-02-06;1,25;1,4;1,19;Geprueft
2014-02-07;1,4;1,45;1,34;Geprueft
2014-02-08;1,48;1,57;1,45;Geprueft
2014-02-09;1,39;1,75;0,992;Geprueft
2014-02-10;1,4;1,4;1,35;Geprueft
2014-02-11;1,38;1,46;1,35;Geprueft
2014-02-12;1,35;1,4;1,35;Geprueft
2014-02-13;1,3;1,35;1,29;Geprueft
2014-02-14;1,48;1,88;0,778;Geprueft
2014-02-15;1,4;1,46;1,4;Geprueft
2014-02-16;1,54;1,69;1,4;Geprueft
2014-02-17;1,73;1,82;1,69;Geprueft
2014-02-18;1,57;1,76;1,46;Geprueft
