Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.04.2024 19:12"
Zeitbezug:;MEZ
Messstellen-Name:;Hirschbach
Messstellen-Nr.:;15214604
Gewässer:;"Kleiner Regen"
Ostwert:;819642;Nordwert:;5437482;"ETRS89 / UTM Zone 32N"
Pegelnullpunktshöhe:;"814,82 m NHN (DHHN2016)"

"Tageswerte Abfluss [m³/s]"
Datum;Mittelwert;Maximum;Minimum;Prüfstatus
2014-01-01;0,207;0,225;0,189;Geprueft
2014-01-02;0,204;0,215;0,189;Geprueft
2014-01-03;0,201;0,213;0,178;Geprueft
2014-01-04;0,214;0,249;0,192;Geprueft
2014-01-05;0,267;0,298;0,238;Geprueft
2014-01-06;0,237;0,276;0,205;Geprueft
2014-01-07;0,219;0,235;0,196;Geprueft
2014-01-08;0,276;0,381;0,208;Geprueft
2014-01-09;0,333;0,375;0,29;Geprueft
2014-01-10;0,383;0,509;0,282;Geprueft
2014-01-11;0,284;0,401;0,234;Geprueft
2014-01-12;0,318;0,416;0,24;Geprueft
2014-01-13;0,229;0,262;0,209;Geprueft
2014-01-14;0,213;0,229;0,195;Geprueft
2014-01-15;0,201;0,218;0,181;Geprueft
2014-01-16;0,196;0,209;0,183;Geprueft
2014-01-17;0,205;0,24;0,182;Geprueft
2014-01-18;0,208;0,229;0,189;Geprueft
2014-01-19;0,208;0,235;0,188;Geprueft
2014-01-20;0,209;0,235;0,184;Geprueft
2014-01-21;0,199;0,216;0,182;Geprueft
2014-01-22;0,186;0,201;0,172;Geprueft
2014-01-23;0,181;0,195;0,166;Geprueft
2014-01-24;0,178;0,19;0,163;Geprueft
2014-01-25;0,172;0,185;0,156;Geprueft
2014-01-26;0,172;0,187;0,153;Geprueft
2014-01-27;0,17;0,181;0,158;Geprueft
2014-01-28;0,168;0,177;0,154;Geprueft
2014-01-29;0,163;0,172;0,143;Geprueft
2014-01-30;0,162;0,179;0,136;Geprueft
2014-01-31;0,166;0,184;0,149;Geprueft
2014-02-01;0,204;0,284;0,16;Geprueft
2014-02-02;0,209;0,275;0,172;Geprueft
2014-02-03;0,174;0,188;0,159;Geprueft
2014-02-04;0,172;0,187;0,158;Geprueft
2014-02-05;0,168;0,181;0,152;Geprueft
2014-02-06;0,166;0,179;0,149;Geprueft
2014-02-07;0,16;0,177;0,145;Geprueft
2014-02-08;0,164;0,181;0,154;Geprueft
2014-02-09;0,16;0,174;0,143;Geprueft
2014-02-10;0,151;0,165;0,136;Geprueft
2014-02-11;0,152;0,162;0,139;Geprueft
2014-02-12;0,151;0,161;0,137;Geprueft
2014-02-13;0,15;0,162;0,137;Geprueft
2014-02-14;0,152;0,164;0,139;Geprueft
2014-02-15;0,157;0,183;0,14;Geprueft
2014-02-16;0,177;0,194;0,154;Geprueft
2014-02-17;0,172;0,187;0,152;Geprueft
2014-02-18;0,17;0,185;0,154;Geprueft
2014-02-19;0,167;0,18;0,153;Geprueft
2014-02-20;0,171;0,186;0,151;Geprueft
2014-02-21;0,178;0,217;0,158;Geprueft
2014-02-22;0,196;0,216;0,175;Geprueft
2014-02-23;0,189;0,201;0,173;Geprueft
2014-02-24;0,19;0,205;0,174;Geprueft
2014-02-25;0,192;0,205;0,176;Geprueft
2014-02-26;0,189;0,205;0,175;Geprueft
2014-02-27;0,19;0,201;0,175;Geprueft
2014-02-28;0,193;0,205;0,179;Geprueft
2014-03-01;0,19;0,205;0,17;Geprueft
2014-03-02;0,193;0,215;0,177;Geprueft
2014-03-03;0,199;0,22;0,181;Geprueft
2014-03-04;0,2;0,218;0,183;Geprueft
2014-03-05;0,197;0,221;0,178;Geprueft
2014-03-06;0,207;0,227;0,192;Geprueft
2014-03-07;0,213;0,232;0,193;Geprueft
2014-03-08;0,216;0,244;0,193;Geprueft
2014-03-09;0,226;0,259;0,195;Geprueft
2014-03-10;0,232;0,269;0,203;Geprueft
2014-03-11;0,233;0,263;0,206;Geprueft
2014-03-12;0,233;0,278;0,206;Geprueft
2014-03-13;0,253;0,312;0,215;Geprueft
2014-03-14;0,272;0,338;0,227;Geprueft
2014-03-15;0,299;0,376;0,242;Geprueft
2014-03-16;0,875;1,46;0,318;Geprueft
2014-03-17;0,831;1,03;0,719;Geprueft
2014-03-18;0,663;0,826;0,504;Geprueft
2014-03-19;0,746;0,853;0,623;Geprueft
2014-03-20;0,522;0,649;0,416;Geprueft
2014-03-21;0,481;0,619;0,373;Geprueft
2014-03-22;0,529;0,79;0,413;Geprueft
2014-03-23;0,732;0,885;0,517;Geprueft
2014-03-24;0,404;0,526;0,312;Geprueft
2014-03-25;0,308;0,345;0,284;Geprueft
2014-03-26;0,288;0,325;0,256;Geprueft
2014-03-27;0,307;0,384;0,256;Geprueft
2014-03-28;0,314;0,37;0,267;Geprueft
2014-03-29;0,309;0,374;0,264;Geprueft
2014-03-30;0,325;0,388;0,259;Geprueft
2014-03-31;0,336;0,388;0,294;Geprueft
2014-04-01;0,339;0,399;0,294;Geprueft
2014-04-02;0,353;0,432;0,3;Geprueft
2014-04-03;0,376;0,44;0,316;Geprueft
2014-04-04;0,408;0,514;0,339;Geprueft
2014-04-05;0,383;0,488;0,326;Geprueft
2014-04-06;0,328;0,357;0,3;Geprueft
2014-04-07;0,308;0,353;0,262;Geprueft
2014-04-08;0,359;0,514;0,259;Geprueft
2014-04-09;0,342;0,448;0,276;Geprueft
2014-04-10;0,358;0,48;0,276;Geprueft
2014-04-11;0,337;0,444;0,285;Geprueft
2014-04-12;0,279;0,31;0,256;Geprueft
2014-04-13;0,302;0,35;0,256;Geprueft
2014-04-14;0,302;0,382;0,259;Geprueft
2014-04-15;0,315;0,368;0,276;Geprueft
2014-04-16;0,284;0,304;0,257;Geprueft
2014-04-17;0,309;0,422;0,243;Geprueft
2014-04-18;0,333;0,382;0,282;Geprueft
2014-04-19;0,388;0,586;0,292;Geprueft
2014-04-20;0,468;0,566;0,397;Geprueft
2014-04-21;0,331;0,407;0,271;Geprueft
2014-04-22;0,271;0,301;0,254;Geprueft
2014-04-23;0,251;0,271;0,239;Geprueft
2014-04-24;0,239;0,263;0,221;Geprueft
2014-04-25;0,233;0,257;0,219;Geprueft
2014-04-26;0,259;0,334;0,221;Geprueft
2014-04-27;0,259;0,301;0,231;Geprueft
2014-04-28;0,302;0,341;0,249;Geprueft
2014-04-29;0,299;0,344;0,263;Geprueft
2014-04-30;0,255;0,289;0,226;Geprueft
2014-05-01;0,234;0,249;0,217;Geprueft
2014-05-02;0,256;0,286;0,224;Geprueft
2014-05-03;0,479;0,788;0,249;Geprueft
2014-05-04;0,313;0,397;0,263;Geprueft
2014-05-05;0,256;0,286;0,234;Geprueft
2014-05-06;0,236;0,258;0,217;Geprueft
2014-05-07;0,431;0,835;0,222;Geprueft
2014-05-08;0,386;0,49;0,311;Geprueft
2014-05-09;0,357;0,42;0,299;Geprueft
2014-05-10;0,373;0,49;0,284;Geprueft
2014-05-11;0,371;0,633;0,281;Geprueft
2014-05-12;0,512;0,658;0,416;Geprueft
2014-05-13;0,39;0,526;0,321;Geprueft
2014-05-14;0,42;0,517;0,342;Geprueft
2014-05-15;0,343;0,387;0,315;Geprueft
2014-05-16;0,311;0,462;0,275;Geprueft
2014-05-17;0,832;1,44;0,462;Geprueft
2014-05-18;1,34;1,9;0,89;Geprueft
2014-05-19;0,735;1,24;0,459;Geprueft
2014-05-20;0,42;0,479;0,366;Geprueft
2014-05-21;0,354;0,398;0,312;Geprueft
2014-05-22;0,32;0,352;0,287;Geprueft
2014-05-23;0,308;0,332;0,284;Geprueft
2014-05-24;0,302;0,325;0,281;Geprueft
2014-05-25;0,287;0,312;0,259;Geprueft
2014-05-26;0,279;0,306;0,256;Geprueft
2014-05-27;0,626;2,56;0,273;Geprueft
2014-05-28;3,33;6,94;1,91;Geprueft
2014-05-29;1,7;2,24;1,29;Geprueft
2014-05-30;0,995;1,45;0,705;Geprueft
2014-05-31;0,593;0,715;0,509;Geprueft
2014-06-01;0,486;0,541;0,44;Geprueft
2014-06-02;0,431;0,472;0,399;Geprueft
2014-06-03;0,403;0,44;0,371;Geprueft
2014-06-04;0,402;0,448;0,357;Geprueft
2014-06-05;0,396;0,444;0,353;Geprueft
2014-06-06;0,351;0,392;0,316;Geprueft
2014-06-07;0,323;0,353;0,291;Geprueft
2014-06-08;0,307;0,333;0,279;Geprueft
2014-06-09;0,295;0,32;0,271;Geprueft
2014-06-10;0,312;0,396;0,271;Geprueft
2014-06-11;0,28;0,333;0,241;Geprueft
2014-06-12;0,255;0,276;0,216;Geprueft
2014-06-13;0,245;0,265;0,219;Geprueft
2014-06-14;0,234;0,254;0,212;Geprueft
2014-06-15;0,231;0,249;0,21;Geprueft
2014-06-16;0,226;0,244;0,207;Geprueft
2014-06-17;0,222;0,239;0,203;Geprueft
2014-06-18;0,216;0,234;0,196;Geprueft
2014-06-19;0,205;0,224;0,188;Geprueft
2014-06-20;0,247;0,317;0,194;Geprueft
2014-06-21;0,213;0,234;0,194;Geprueft
2014-06-22;0,2;0,219;0,177;Geprueft
2014-06-23;0,194;0,21;0,165;Geprueft
2014-06-24;0,191;0,206;0,172;Geprueft
2014-06-25;0,247;0,297;0,18;Geprueft
2014-06-26;0,205;0,236;0,182;Geprueft
2014-06-27;0,188;0,208;0,169;Geprueft
2014-06-28;0,186;0,223;0,162;Geprueft
2014-06-29;0,243;0,313;0,201;Geprueft
2014-06-30;0,364;0,485;0,292;Geprueft
2014-07-01;0,24;0,314;0,194;Geprueft
2014-07-02;0,236;0,343;0,183;Geprueft
2014-07-03;0,231;0,31;0,186;Geprueft
2014-07-04;0,186;0,206;0,163;Geprueft
2014-07-05;0,179;0,194;0,166;Geprueft
2014-07-06;0,174;0,192;0,156;Geprueft
2014-07-07;0,179;0,275;0,156;Geprueft
2014-07-08;0,516;2,14;0,174;Geprueft
2014-07-09;1,64;2,45;1,13;Geprueft
2014-07-10;0,716;1,16;0,481;Geprueft
2014-07-11;0,456;0,807;0,376;Geprueft
2014-07-12;0,514;0,812;0,313;Geprueft
2014-07-13;0,455;0,883;0,291;Geprueft
