Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.04.2024 19:12"
Zeitbezug:;MEZ
Messstellen-Name:;Gogl-Mühle
Messstellen-Nr.:;15241006
Gewässer:;Chamb
Ostwert:;788823;Nordwert:;5471809;"ETRS89 / UTM Zone 32N"
Pegelnullpunktshöhe:;"420,66 m NHN (DHHN2016)"

"Tageswerte Abfluss [m³/s]"
Datum;Mittelwert;Maximum;Minimum;Prüfstatus
2014-01-01;0,253;0,253;0,253;Geprueft
2014-01-02;0,253;0,253;0,253;Geprueft
2014-01-03;0,253;0,253;0,253;Geprueft
2014-01-04;0,256;0,277;0,253;Geprueft
2014-01-05;0,3;0,303;0,277;Geprueft
2014-01-06;0,287;0,303;0,277;Geprueft
2014-01-07;0,273;0,277;0,265;Geprueft
2014-01-08;0,265;0,265;0,265;Geprueft
2014-01-09;0,265;0,277;0,265;Geprueft
2014-01-10;0,279;0,29;0,277;Geprueft
2014-01-11;0,265;0,277;0,264;Geprueft
2014-01-12;0,264;0,264;0,264;Geprueft
2014-01-13;0,251;0,264;0,241;Geprueft
2014-01-14;0,268;0,289;0,252;Geprueft
2014-01-15;0,307;0,33;0,289;Geprueft
2014-01-16;0,306;0,33;0,302;Geprueft
2014-01-17;0,304;0,316;0,302;Geprueft
2014-01-18;0,321;0,33;0,316;Geprueft
2014-01-19;0,316;0,316;0,316;Geprueft
2014-01-20;0,307;0,316;0,302;Geprueft
2014-01-21;0,304;0,316;0,302;Geprueft
2014-01-22;0,347;0,358;0,316;Geprueft
2014-01-23;0,344;0,358;0,329;Geprueft
2014-01-24;0,357;0,373;0,329;Geprueft
2014-01-25;0,352;0,373;0,329;Geprueft
2014-01-26;0,323;0,329;0,315;Geprueft
2014-01-27;0,325;0,329;0,315;Geprueft
2014-01-28;0,319;0,329;0,315;Geprueft
2014-01-29;0,304;0,315;0,302;Geprueft
2014-01-30;0,291;0,302;0,289;Geprueft
2014-01-31;0,289;0,289;0,289;Geprueft
2014-02-01;0,288;0,289;0,288;Geprueft
2014-02-02;0,288;0,288;0,288;Geprueft
2014-02-03;0,288;0,288;0,288;Geprueft
2014-02-04;0,284;0,288;0,276;Geprueft
2014-02-05;0,279;0,301;0,276;Geprueft
2014-02-06;0,286;0,301;0,276;Geprueft
2014-02-07;0,305;0,315;0,301;Geprueft
