Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.04.2024 19:09"
Zeitbezug:;MEZ
Messstellen-Name:;Lohberg
Messstellen-Nr.:;15221009
Gewässer:;"Weißer Regen"
Ostwert:;798152;Nordwert:;5454593;"ETRS89 / UTM Zone 32N"
Pegelnullpunktshöhe:;"575,72 m NHN (DHHN2016)"

"Tageswerte Abfluss [m³/s]"
Datum;Mittelwert;Maximum;Minimum;Prüfstatus
2019-01-01;1,13;1,41;1,05;Geprueft
2019-01-02;1,15;1,41;1,05;Geprueft
2019-01-03;0,936;1,05;0,886;Geprueft
2019-01-04;0,886;0,886;0,886;Geprueft
2019-01-05;0,906;0,963;0,886;Geprueft
2019-01-06;0,835;0,886;0,812;Geprueft
2019-01-07;0,801;0,812;0,743;Geprueft
2019-01-08;0,808;0,886;0,743;Geprueft
2019-01-09;0,841;0,886;0,812;Geprueft
2019-01-10;0,764;0,812;0,678;Geprueft
2019-01-11;0,687;0,743;0,677;Geprueft
2019-01-12;0,677;0,677;0,677;Geprueft
2019-01-13;0,72;0,886;0,677;Geprueft
2019-01-14;0,867;0,963;0,743;Geprueft
2019-01-15;0,693;0,743;0,677;Geprueft
2019-01-16;0,677;0,677;0,677;Geprueft
2019-01-17;0,65;0,677;0,617;Geprueft
2019-01-18;0,632;0,677;0,617;Geprueft
2019-01-19;0,623;0,677;0,617;Geprueft
2019-01-20;0,617;0,617;0,617;Geprueft
2019-01-21;0,597;0,617;0,56;Geprueft
2019-01-22;0,568;0,616;0,56;Geprueft
2019-01-23;0,562;0,616;0,56;Geprueft
2019-01-24;0,555;0,56;0,508;Geprueft
2019-01-25;0,529;0,56;0,508;Geprueft
2019-01-26;0,508;0,56;0,508;Geprueft
2019-01-27;0,508;0,508;0,508;Geprueft
2019-01-28;0,508;0,508;0,508;Geprueft
2019-01-29;0,508;0,508;0,507;Geprueft
2019-01-30;0,485;0,507;0,459;Geprueft
2019-01-31;0,463;0,507;0,459;Geprueft
2019-02-01;0,459;0,459;0,459;Geprueft
2019-02-02;0,515;0,56;0,459;Geprueft
2019-02-03;0,555;0,742;0,415;Geprueft
2019-02-04;0,506;0,507;0,459;Geprueft
2019-02-05;0,482;0,507;0,459;Geprueft
2019-02-06;0,459;0,459;0,459;Geprueft
2019-02-07;0,459;0,459;0,459;Geprueft
2019-02-08;0,459;0,459;0,459;Geprueft
2019-02-09;0,459;0,459;0,459;Geprueft
2019-02-10;0,536;1,13;0,459;Geprueft
2019-02-11;0,84;1,13;0,677;Geprueft
2019-02-12;0,643;0,677;0,616;Geprueft
2019-02-13;0,616;0,616;0,616;Geprueft
2019-02-14;0,616;0,616;0,56;Geprueft
2019-02-15;0,613;0,616;0,56;Geprueft
2019-02-16;0,615;0,616;0,56;Geprueft
2019-02-17;0,628;0,677;0,616;Geprueft
2019-02-18;0,666;0,677;0,616;Geprueft
2019-02-19;0,678;0,742;0,677;Geprueft
2019-02-20;0,722;0,742;0,677;Geprueft
2019-02-21;0,751;0,812;0,742;Geprueft
2019-02-22;0,942;1,13;0,812;Geprueft
2019-02-23;1,04;1,13;0,963;Geprueft
2019-02-24;0,992;1,04;0,963;Geprueft
2019-02-25;0,976;1,04;0,963;Geprueft
2019-02-26;1,03;1,04;0,963;Geprueft
2019-02-27;1,07;1,13;1,04;Geprueft
2019-02-28;1,09;1,22;0,963;Geprueft
2019-03-01;1,59;2,22;1,22;Geprueft
2019-03-02;2,4;2,63;2,09;Geprueft
2019-03-03;2,28;2,49;2,09;Geprueft
2019-03-04;2,5;2,78;2,35;Geprueft
2019-03-05;2,42;2,63;2,22;Geprueft
2019-03-06;2,1;2,35;1,97;Geprueft
2019-03-07;2,18;2,49;1,97;Geprueft
2019-03-08;2,23;2,35;2,09;Geprueft
2019-03-09;2,2;2,49;1,97;Geprueft
2019-03-10;5,02;8,2;2,49;Geprueft
2019-03-11;4,68;7,03;3,58;Geprueft
2019-03-12;3,04;3,75;2,63;Geprueft
2019-03-13;2,44;2,63;2,22;Geprueft
2019-03-14;2,24;2,35;1,97;Geprueft
2019-03-15;2,75;4,88;2,09;Geprueft
2019-03-16;8,64;10,4;4,88;Geprueft
2019-03-17;5,86;7,73;5,28;Geprueft
2019-03-18;4,56;5,49;3,93;Geprueft
2019-03-19;3,44;3,93;3,09;Geprueft
2019-03-20;2,77;3,09;2,49;Geprueft
2019-03-21;2,34;2,49;2,22;Geprueft
2019-03-22;2,19;2,35;2,09;Geprueft
2019-03-23;2,43;2,78;2,22;Geprueft
2019-03-24;2,66;2,93;2,49;Geprueft
2019-03-25;2,53;2,78;2,22;Geprueft
2019-03-26;2,08;2,22;1,97;Geprueft
2019-03-27;1,9;1,97;1,85;Geprueft
2019-03-28;1,77;1,85;1,73;Geprueft
2019-03-29;1,75;1,85;1,62;Geprueft
2019-03-30;1,76;1,85;1,62;Geprueft
2019-03-31;1,83;1,97;1,73;Geprueft
2019-04-01;1,95;2,09;1,85;Geprueft
2019-04-02;2,03;2,22;1,85;Geprueft
2019-04-03;2,26;2,63;2,09;Geprueft
2019-04-04;2,38;2,63;2,22;Geprueft
2019-04-05;2,27;2,63;2,09;Geprueft
2019-04-06;2,26;2,49;2,09;Geprueft
2019-04-07;2,2;2,49;1,97;Geprueft
2019-04-08;2,31;3,58;1,85;Geprueft
2019-04-09;2,72;3,58;2,35;Geprueft
2019-04-10;2,17;2,35;1,97;Geprueft
2019-04-11;1,94;2,09;1,85;Geprueft
2019-04-12;1,7;1,85;1,62;Geprueft
2019-04-13;1,55;1,62;1,52;Geprueft
2019-04-14;1,44;1,52;1,41;Geprueft
2019-04-15;1,35;1,42;1,32;Geprueft
2019-04-16;1,3;1,42;1,22;Geprueft
2019-04-17;1,32;1,42;1,22;Geprueft
2019-04-18;1,44;1,63;1,32;Geprueft
2019-04-19;1,58;1,74;1,42;Geprueft
2019-04-20;1,6;1,74;1,52;Geprueft
2019-04-21;1,55;1,63;1,42;Geprueft
2019-04-22;1,55;1,74;1,42;Geprueft
2019-04-23;1,61;1,86;1,42;Geprueft
2019-04-24;1,64;1,86;1,42;Geprueft
2019-04-25;1,54;1,74;1,42;Geprueft
2019-04-26;1,46;1,53;1,32;Geprueft
2019-04-27;1,38;1,53;1,32;Geprueft
2019-04-28;1,3;1,42;1,23;Geprueft
2019-04-29;1,29;1,53;1,14;Geprueft
2019-04-30;1,4;1,53;1,33;Geprueft
2019-05-01;1,23;1,33;1,14;Geprueft
2019-05-02;1,13;1,23;1,05;Geprueft
2019-05-03;1,21;1,33;1,14;Geprueft
2019-05-04;1,17;1,23;1,06;Geprueft
2019-05-05;1,08;1,14;0,974;Geprueft
2019-05-06;0,979;1,06;0,974;Geprueft
2019-05-07;0,918;0,975;0,896;Geprueft
2019-05-08;0,897;0,897;0,897;Geprueft
2019-05-09;0,965;1,15;0,897;Geprueft
2019-05-10;1,09;1,24;0,977;Geprueft
2019-05-11;1;1,15;0,977;Geprueft
2019-05-12;1,06;1,15;0,978;Geprueft
2019-05-13;0,929;0,978;0,825;Geprueft
2019-05-14;0,825;0,825;0,825;Geprueft
2019-05-15;0,822;0,825;0,755;Geprueft
2019-05-16;0,858;0,978;0,755;Geprueft
2019-05-17;0,87;0,978;0,825;Geprueft
2019-05-18;0,812;0,825;0,754;Geprueft
2019-05-19;0,81;0,899;0,754;Geprueft
2019-05-20;0,987;1,33;0,824;Geprueft
2019-05-21;1,28;1,43;1,15;Geprueft
2019-05-22;1,2;1,43;1,06;Geprueft
2019-05-23;0,973;1,06;0,897;Geprueft
2019-05-24;0,862;0,897;0,823;Geprueft
2019-05-25;0,815;0,823;0,753;Geprueft
2019-05-26;0,762;0,823;0,752;Geprueft
2019-05-27;0,766;0,896;0,687;Geprueft
2019-05-28;1,03;1,14;0,896;Geprueft
2019-05-29;1,04;1,14;0,974;Geprueft
2019-05-30;0,882;0,974;0,821;Geprueft
2019-05-31;0,807;0,821;0,751;Geprueft
2019-06-01;0,758;0,821;0,751;Geprueft
2019-06-02;0,75;0,751;0,685;Geprueft
2019-06-03;0,722;0,751;0,685;Geprueft
2019-06-04;0,71;0,751;0,685;Geprueft
2019-06-05;0,694;0,75;0,685;Geprueft
2019-06-06;0,675;0,685;0,623;Geprueft
2019-06-07;0,657;0,684;0,623;Geprueft
2019-06-08;0,62;0,684;0,566;Geprueft
2019-06-09;0,624;0,684;0,565;Geprueft
2019-06-10;0,62;0,684;0,565;Geprueft
2019-06-11;0,603;0,622;0,565;Geprueft
2019-06-12;0,582;0,622;0,565;Geprueft
2019-06-13;0,565;0,565;0,565;Geprueft
2019-06-14;0,565;0,565;0,565;Geprueft
2019-06-15;0,548;0,565;0,512;Geprueft
2019-06-16;0,773;1,14;0,512;Geprueft
2019-06-17;0,608;0,682;0,564;Geprueft
2019-06-18;0,556;0,621;0,511;Geprueft
2019-06-19;0,536;0,564;0,511;Geprueft
2019-06-20;0,529;0,62;0,511;Geprueft
2019-06-21;0,57;0,62;0,563;Geprueft
2019-06-22;0,53;0,62;0,511;Geprueft
2019-06-23;0,575;0,681;0,51;Geprueft
2019-06-24;0,506;0,563;0,462;Geprueft
2019-06-25;0,498;0,51;0,462;Geprueft
2019-06-26;0,474;0,51;0,418;Geprueft
2019-06-27;0,462;0,51;0,462;Geprueft
2019-06-28;0,453;0,462;0,417;Geprueft
2019-06-29;0,452;0,51;0,417;Geprueft
