Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.04.2024 19:15"
Zeitbezug:;MEZ
Messstellen-Name:;Leming
Messstellen-Nr.:;15247002
Gewässer:;Freybach
Ostwert:;784900;Nordwert:;5466230;"ETRS89 / UTM Zone 32N"
Pegelnullpunktshöhe:;"420,56 m NHN (DHHN2016)"

"Tageswerte Abfluss [m³/s]"
Datum;Mittelwert;Maximum;Minimum;Prüfstatus
2019-01-01;0,672;1,16;0,617;Geprueft
2019-01-02;0,993;1,56;0,704;Geprueft
2019-01-03;0,617;0,796;0,534;Geprueft
2019-01-04;0,5;0,534;0,459;Geprueft
2019-01-05;0,519;0,657;0,459;Geprueft
2019-01-06;0,739;0,793;0,656;Geprueft
2019-01-07;0,796;0,992;0,655;Geprueft
2019-01-08;1,75;3,62;0,889;Geprueft
2019-01-09;2,47;3,97;1,49;Geprueft
2019-01-10;1,2;1,49;0,989;Geprueft
2019-01-11;0,858;0,989;0,788;Geprueft
2019-01-12;0,855;1,43;0,741;Geprueft
2019-01-13;3,18;7,9;1,43;Geprueft
2019-01-14;5,38;8,86;2,49;Geprueft
2019-01-15;1,83;2,49;1,48;Geprueft
2019-01-16;1,42;1,48;1,37;Geprueft
2019-01-17;1,32;1,84;1,09;Geprueft
2019-01-18;1,41;1,9;1,03;Geprueft
2019-01-19;0,831;1,03;0,734;Geprueft
2019-01-20;0,614;0,734;0,56;Geprueft
2019-01-21;0,505;0,56;0,467;Geprueft
2019-01-22;0,433;0,467;0,399;Geprueft
2019-01-23;0,369;0,399;0,339;Geprueft
2019-01-24;0,333;0,35;0,322;Geprueft
2019-01-25;0,317;0,349;0,296;Geprueft
2019-01-26;0,33;0,409;0,296;Geprueft
2019-01-27;0,536;1,13;0,348;Geprueft
2019-01-28;0,594;0,727;0,442;Geprueft
2019-01-29;0,405;0,442;0,346;Geprueft
2019-01-30;0,346;0,376;0,345;Geprueft
2019-01-31;0,326;0,345;0,292;Geprueft
2019-02-01;0,308;0,374;0,292;Geprueft
2019-02-02;0,608;1,35;0,268;Geprueft
2019-02-03;0,538;0,816;0,404;Geprueft
2019-02-04;0,378;0,404;0,372;Geprueft
2019-02-05;0,371;0,372;0,371;Geprueft
2019-02-06;0,353;0,402;0,314;Geprueft
2019-02-07;0,311;0,401;0,225;Geprueft
2019-02-08;0,536;0,672;0,34;Geprueft
2019-02-09;1,29;3,25;0,545;Geprueft
2019-02-10;5,13;12,4;2,19;Geprueft
2019-02-11;4,95;12,4;2,32;Geprueft
2019-02-12;1,63;2,32;1,29;Geprueft
2019-02-13;1,08;1,29;0,963;Geprueft
2019-02-14;0,877;1,02;0,815;Geprueft
2019-02-15;0,771;0,865;0,722;Geprueft
2019-02-16;0,727;0,819;0,678;Geprueft
2019-02-17;0,73;0,821;0,68;Geprueft
2019-02-18;0,766;0,873;0,727;Geprueft
2019-02-19;0,824;1,08;0,729;Geprueft
2019-02-20;0,927;1,14;0,826;Geprueft
2019-02-21;0,991;1,36;0,828;Geprueft
2019-02-22;1,64;2,15;1,25;Geprueft
2019-02-23;1,18;1,72;0,984;Geprueft
2019-02-24;0,834;0,985;0,74;Geprueft
2019-02-25;0,726;0,789;0,695;Geprueft
2019-02-26;0,74;0,839;0,697;Geprueft
2019-02-27;0,835;0,992;0,745;Geprueft
2019-02-28;1,02;1,32;0,891;Geprueft
2019-03-01;1,47;2,04;1,21;Geprueft
2019-03-02;1,83;2,04;1,62;Geprueft
2019-03-03;1,56;1,62;1,5;Geprueft
2019-03-04;1,4;1,5;1,33;Geprueft
2019-03-05;1,56;2,72;1,22;Geprueft
2019-03-06;1,78;2,58;1,45;Geprueft
2019-03-07;1,36;1,45;1,22;Geprueft
2019-03-08;1,19;1,39;1,12;Geprueft
2019-03-09;1,15;1,28;1,06;Geprueft
2019-03-10;2,94;5,02;1,17;Geprueft
2019-03-11;2,24;3,33;1,82;Geprueft
2019-03-12;1,64;1,82;1,46;Geprueft
2019-03-13;1,35;1,46;1,24;Geprueft
2019-03-14;2,22;6,25;1,24;Geprueft
2019-03-15;3,91;6,25;2,54;Geprueft
2019-03-16;6,82;9,38;4,4;Geprueft
2019-03-17;3,2;4,51;2,61;Geprueft
2019-03-18;2,45;2,89;2,08;Geprueft
2019-03-19;1,91;2,08;1,71;Geprueft
2019-03-20;1,59;1,71;1,48;Geprueft
2019-03-21;1,35;1,48;1,25;Geprueft
2019-03-22;1,18;1,25;1,09;Geprueft
2019-03-23;1,06;1,09;0,989;Geprueft
2019-03-24;0,974;1,04;0,889;Geprueft
2019-03-25;0,933;0,993;0,89;Geprueft
2019-03-26;0,887;0,942;0,843;Geprueft
2019-03-27;0,855;0,894;0,798;Geprueft
2019-03-28;0,787;0,8;0,752;Geprueft
2019-03-29;0,766;0,801;0,709;Geprueft
2019-03-30;0,698;0,711;0,667;Geprueft
2019-03-31;0,673;0,902;0,626;Geprueft
2019-04-01;0,613;0,628;0,586;Geprueft
2019-04-02;0,607;0,63;0,587;Geprueft
2019-04-03;0,589;0,59;0,589;Geprueft
2019-04-04;0,578;0,592;0,551;Geprueft
2019-04-05;0,541;0,554;0,479;Geprueft
2019-04-06;0,529;0,555;0,516;Geprueft
2019-04-07;0,52;0,596;0,481;Geprueft
2019-04-08;0,615;1,4;0,482;Geprueft
2019-04-09;0,662;1,07;0,56;Geprueft
2019-04-10;0,506;0,601;0,388;Geprueft
2019-04-11;0,482;0,523;0,452;Geprueft
2019-04-12;0,461;0,487;0,42;Geprueft
2019-04-13;0,436;0,453;0,42;Geprueft
2019-04-14;0,428;0,454;0,42;Geprueft
2019-04-15;0,419;0,454;0,39;Geprueft
2019-04-16;0,4;0,422;0,391;Geprueft
2019-04-17;0,383;0,527;0,192;Geprueft
2019-04-18;0,362;0,392;0,288;Geprueft
2019-04-19;0,352;0,364;0,336;Geprueft
2019-04-20;0,338;0,364;0,312;Geprueft
2019-04-21;0,328;0,338;0,312;Geprueft
2019-04-22;0,332;0,365;0,313;Geprueft
2019-04-23;0,333;0,395;0,313;Geprueft
2019-04-24;0,329;0,395;0,313;Geprueft
2019-04-25;0,315;0,395;0,29;Geprueft
2019-04-26;0,311;0,34;0,291;Geprueft
2019-04-27;0,321;0,34;0,291;Geprueft
2019-04-28;0,345;0,428;0,292;Geprueft
2019-04-29;0,424;0,837;0,292;Geprueft
2019-04-30;0,566;0,838;0,369;Geprueft
2019-05-01;0,36;0,37;0,342;Geprueft
2019-05-02;0,339;0,37;0,294;Geprueft
2019-05-03;0,331;0,37;0,294;Geprueft
2019-05-04;0,383;0,617;0,294;Geprueft
2019-05-05;0,375;0,465;0,319;Geprueft
2019-05-06;0,335;0,372;0,295;Geprueft
2019-05-07;0,318;0,345;0,295;Geprueft
2019-05-08;0,307;0,32;0,296;Geprueft
2019-05-09;0,328;0,434;0,296;Geprueft
2019-05-10;0,342;0,434;0,321;Geprueft
2019-05-11;0,768;2,23;0,297;Geprueft
2019-05-12;0,9;1,61;0,581;Geprueft
2019-05-13;0,477;0,581;0,374;Geprueft
2019-05-14;0,372;0,621;0,153;Geprueft
2019-05-15;0,345;0,402;0,296;Geprueft
2019-05-16;0,516;1,04;0,319;Geprueft
2019-05-17;0,591;0,889;0,399;Geprueft
2019-05-18;0,41;0,43;0,398;Geprueft
2019-05-19;0,388;0,496;0,367;Geprueft
2019-05-20;0,911;2,15;0,396;Geprueft
2019-05-21;1,55;2,28;1,14;Geprueft
2019-05-22;0,877;1,14;0,692;Geprueft
2019-05-23;0,59;0,692;0,455;Geprueft
2019-05-24;0,447;0,489;0,39;Geprueft
2019-05-25;0,4;0,421;0,36;Geprueft
2019-05-26;0,376;0,389;0,332;Geprueft
2019-05-27;0,328;0,387;0,307;Geprueft
2019-05-28;0,956;1,35;0,357;Geprueft
2019-05-29;0,84;1,02;0,725;Geprueft
2019-05-30;0,612;0,77;0,48;Geprueft
2019-05-31;0,479;0,553;0,411;Geprueft
2019-06-01;0,403;0,443;0,325;Geprueft
2019-06-02;0,347;0,38;0,3;Geprueft
2019-06-03;0,315;0,377;0,298;Geprueft
2019-06-04;0,306;0,377;0,254;Geprueft
2019-06-05;0,274;0,297;0,253;Geprueft
2019-06-06;0,267;0,436;0,153;Geprueft
2019-06-07;0,261;0,318;0,251;Geprueft
2019-06-08;0,248;0,401;0,197;Geprueft
2019-06-09;0,236;0,25;0,23;Geprueft
2019-06-10;0,243;0,269;0,23;Geprueft
2019-06-11;0,261;0,339;0,149;Geprueft
2019-06-12;0,232;0,267;0,21;Geprueft
2019-06-13;0,231;0,246;0,209;Geprueft
2019-06-14;0,218;0,245;0,208;Geprueft
2019-06-15;0,217;0,264;0,176;Geprueft
2019-06-16;0,386;0,739;0,191;Geprueft
2019-06-17;0,261;0,284;0,205;Geprueft
2019-06-18;0,228;0,261;0,189;Geprueft
2019-06-19;0,217;0,26;0,187;Geprueft
2019-06-20;0,215;0,239;0,187;Geprueft
2019-06-21;0,217;0,258;0,186;Geprueft
2019-06-22;0,221;0,278;0,171;Geprueft
2019-06-23;0,308;0,481;0,217;Geprueft
2019-06-24;0,238;0,324;0,183;Geprueft
2019-06-25;0,214;0,254;0,168;Geprueft
2019-06-26;0,206;0,274;0,153;Geprueft
2019-06-27;0,2;0,252;0,166;Geprueft
2019-06-28;0,201;0,318;0,152;Geprueft
2019-06-29;0,203;0,23;0,165;Geprueft
2019-06-30;0,19;0,229;0,15;Geprueft
2019-07-01;0,247;0,504;0,125;Geprueft
2019-07-02;0,25;0,4;0,163;Geprueft
2019-07-03;0,208;0,246;0,162;Geprueft
2019-07-04;0,188;0,245;0,148;Geprueft
2019-07-05;0,198;0,264;0,175;Geprueft
2019-07-06;0,189;0,263;0,16;Geprueft
2019-07-07;0,191;0,223;0,146;Geprueft
2019-07-08;0,195;0,241;0,158;Geprueft
2019-07-09;0,184;0,204;0,158;Geprueft
2019-07-10;0,182;0,238;0,144;Geprueft
2019-07-11;0,178;0,237;0,143;Geprueft
2019-07-12;0,212;0,278;0,109;Geprueft
2019-07-13;0,626;1,25;0,217;Geprueft
2019-07-14;0,289;0,644;0,216;Geprueft
2019-07-15;0,266;0,414;0,182;Geprueft
2019-07-16;0,209;0,253;0,152;Geprueft
2019-07-17;0,198;0,251;0,152;Geprueft
2019-07-18;0,189;0,25;0,151;Geprueft
2019-07-19;0,184;0,212;0,151;Geprueft
2019-07-20;0,188;0,269;0,149;Geprueft
2019-07-21;0,204;0,316;0,114;Geprueft
2019-07-22;0,194;0,246;0,161;Geprueft
2019-07-23;0,174;0,225;0,104;Geprueft
2019-07-24;0,164;0,206;0,123;Geprueft
2019-07-25;0,158;0,189;0,134;Geprueft
2019-07-26;0,159;0,188;0,133;Geprueft
2019-07-27;0,193;0,24;0,121;Geprueft
2019-07-28;0,204;0,239;0,171;Geprueft
2019-07-29;0,213;0,238;0,185;Geprueft
2019-07-30;0,214;0,359;0,168;Geprueft
2019-07-31;0,219;0,298;0,167;Geprueft
2019-08-01;0,255;0,35;0,208;Geprueft
2019-08-02;0,197;0,244;0,158;Geprueft
2019-08-03;0,319;1,3;0,157;Geprueft
2019-08-04;0,25;0,365;0,165;Geprueft
2019-08-05;0,198;0,231;0,162;Geprueft
2019-08-06;0,217;0,488;0,161;Geprueft
2019-08-07;0,525;1,32;0,205;Geprueft
2019-08-08;0,248;0,407;0,106;Geprueft
2019-08-09;0,189;0,233;0,162;Geprueft
2019-08-10;0,301;0,584;0,147;Geprueft
2019-08-11;0,219;0,351;0,141;Geprueft
2019-08-12;0,543;1,46;0,242;Geprueft
2019-08-13;0,31;0,486;0,177;Geprueft
2019-08-14;0,191;0,213;0,161;Geprueft
2019-08-15;0,167;0,176;0,145;Geprueft
2019-08-16;0,162;0,174;0,144;Geprueft
2019-08-17;0,16;0,188;0,142;Geprueft
2019-08-18;0,149;0,171;0,117;Geprueft
2019-08-19;0,231;0,329;0,128;Geprueft
2019-08-20;0,358;2,03;0,201;Geprueft
2019-08-21;0,905;2,09;0,267;Geprueft
2019-08-22;0,213;0,267;0,163;Geprueft
2019-08-23;0,177;0,197;0,148;Geprueft
2019-08-24;0,163;0,195;0,121;Geprueft
2019-08-25;0,163;0,176;0,131;Geprueft
2019-08-26;0,159;0,19;0,089;Geprueft
2019-08-27;0,17;0,209;0,141;Geprueft
2019-08-28;0,165;0,408;0,078;Geprueft
2019-08-29;0,152;0,278;0,086;Geprueft
2019-08-30;0,164;0,203;0,138;Geprueft
2019-08-31;0,15;0,165;0,124;Geprueft
2019-09-01;0,144;0,18;0,121;Geprueft
2019-09-02;0,156;0,197;0,121;Geprueft
2019-09-03;0,152;0,176;0,131;Geprueft
2019-09-04;0,141;0,174;0,117;Geprueft
2019-09-05;0,138;0,173;0,116;Geprueft
2019-09-06;0,148;0,19;0,126;Geprueft
2019-09-07;0,211;0,35;0,139;Geprueft
2019-09-08;0,249;0,818;0,112;Geprueft
2019-09-09;0,606;0,869;0,379;Geprueft
2019-09-10;0,268;0,414;0,164;Geprueft
2019-09-11;0,183;0,252;0,148;Geprueft
2019-09-12;0,157;0,183;0,121;Geprueft
2019-09-13;0,15;0,204;0,134;Geprueft
2019-09-14;0,155;0,227;0,099;Geprueft
2019-09-15;0,144;0,183;0,121;Geprueft
2019-09-16;0,148;0,204;0,121;Geprueft
2019-09-17;0,17;0,253;0,121;Geprueft
2019-09-18;0,156;0,183;0,121;Geprueft
2019-09-19;0,153;0,227;0,121;Geprueft
2019-09-20;0,144;0,183;0,121;Geprueft
2019-09-21;0,143;0,165;0,121;Geprueft
2019-09-22;0,142;0,165;0,121;Geprueft
2019-09-23;0,138;0,165;0,121;Geprueft
2019-09-24;0,19;0,343;0,134;Geprueft
2019-09-25;0,195;0,343;0,149;Geprueft
