Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.04.2024 19:12"
Zeitbezug:;MEZ
Messstellen-Name:;"Drachensee Speicherabfluss"
Messstellen-Nr.:;15242508
Gewässer:;Chamb
Ostwert:;780824;Nordwert:;5470072;"ETRS89 / UTM Zone 32N"
Pegelnullpunktshöhe:;"396,97 m NHN (DHHN2016)"

"Tageswerte Abfluss [m³/s]"
Datum;Mittelwert;Maximum;Minimum;Prüfstatus
2018-07-25;0,643;0,935;0,458;Geprueft
2018-07-26;0,463;0,511;0,459;Geprueft
2018-07-27;0,461;0,461;0,46;Geprueft
2018-07-28;0,462;0,463;0,461;Geprueft
2018-07-29;0,464;0,464;0,463;Geprueft
2018-07-30;0,464;0,466;0,415;Geprueft
2018-07-31;0,466;0,467;0,466;Geprueft
2018-08-01;0,457;0,468;0,372;Geprueft
2018-08-02;0,454;0,47;0,418;Geprueft
2018-08-03;0,47;0,471;0,47;Geprueft
2018-08-04;0,449;0,525;0,375;Geprueft
2018-08-05;0,473;0,474;0,473;Geprueft
2018-08-06;0,486;0,826;0,474;Geprueft
2018-08-07;0,471;0,586;0,379;Geprueft
2018-08-08;0,581;0,704;0,38;Geprueft
2018-08-09;0,45;0,48;0,381;Geprueft
2018-08-10;0,48;0,481;0,48;Geprueft
2018-08-11;0,482;0,482;0,481;Geprueft
2018-08-12;0,483;0,484;0,482;Geprueft
2018-08-13;0,381;0,484;0,303;Geprueft
2018-08-14;0,371;0,388;0,343;Geprueft
2018-08-15;0,388;0,389;0,388;Geprueft
2018-08-16;0,358;0,389;0,345;Geprueft
2018-08-17;0,344;0,347;0,307;Geprueft
2018-08-18;0,343;0,348;0,307;Geprueft
2018-08-19;0,339;0,35;0,308;Geprueft
2018-08-20;0,36;0,604;0,329;Geprueft
2018-08-21;0,311;0,329;0,293;Geprueft
2018-08-22;0,28;0,293;0,275;Geprueft
2018-08-23;0,276;0,277;0,276;Geprueft
2018-08-24;0,286;0,316;0,277;Geprueft
2018-08-25;0,282;0,317;0,278;Geprueft
2018-08-26;0,282;0,318;0,279;Geprueft
2018-08-27;0,282;0,319;0,281;Geprueft
2018-08-28;0,282;0,283;0,282;Geprueft
2018-08-29;0,388;1,9;0,283;Geprueft
2018-08-30;0,3;0,323;0,284;Geprueft
2018-08-31;0,301;0,325;0,285;Geprueft
2018-09-01;0,326;0,326;0,325;Geprueft
2018-09-02;0,338;0,37;0,326;Geprueft
2018-09-03;0,4;0,625;0,328;Geprueft
2018-09-04;1,67;2,22;0,518;Geprueft
2018-09-05;1,29;1,76;0,47;Geprueft
2018-09-06;0,57;1,02;0,422;Geprueft
2018-09-07;0,426;0,473;0,423;Geprueft
2018-09-08;0,425;0,426;0,425;Geprueft
2018-09-09;0,427;0,428;0,426;Geprueft
2018-09-10;0,428;0,429;0,428;Geprueft
2018-09-11;0,432;0,48;0,429;Geprueft
2018-09-12;0,432;0,432;0,431;Geprueft
2018-09-13;0,436;0,535;0,432;Geprueft
2018-09-14;0,449;0,485;0,434;Geprueft
2018-09-15;0,436;0,437;0,435;Geprueft
2018-09-16;0,412;0,438;0,39;Geprueft
2018-09-17;0,425;0,44;0,391;Geprueft
2018-09-18;0,441;0,441;0,44;Geprueft
2018-09-19;0,408;0,442;0,394;Geprueft
2018-09-20;0,396;0,444;0,395;Geprueft
2018-09-21;0,398;0,445;0,396;Geprueft
2018-09-22;0,398;0,399;0,398;Geprueft
2018-09-23;0,432;0,554;0,399;Geprueft
2018-09-24;0,473;0,554;0,401;Geprueft
2018-09-25;0,493;0,504;0,451;Geprueft
2018-09-26;0,469;0,558;0,452;Geprueft
2018-09-27;0,43;0,506;0,406;Geprueft
2018-09-28;0,408;0,456;0,406;Geprueft
2018-09-29;0,408;0,409;0,408;Geprueft
2018-09-30;0,41;0,411;0,409;Geprueft
2018-10-01;0,411;0,412;0,411;Geprueft
2018-10-02;0,413;0,413;0,412;Geprueft
2018-10-03;0,414;0,415;0,413;Geprueft
2018-10-04;0,481;0,947;0,369;Geprueft
2018-10-05;0,467;0,468;0,466;Geprueft
2018-10-06;0,47;0,521;0,468;Geprueft
2018-10-07;0,502;0,635;0,469;Geprueft
2018-10-08;0,497;0,524;0,471;Geprueft
2018-10-09;0,476;0,526;0,472;Geprueft
2018-10-10;0,453;0,527;0,378;Geprueft
2018-10-11;0,45;0,529;0,378;Geprueft
2018-10-12;0,478;0,478;0,477;Geprueft
2018-10-13;0,479;0,48;0,478;Geprueft
2018-10-14;0,481;0,481;0,48;Geprueft
2018-10-15;0,486;0,592;0,481;Geprueft
2018-10-16;0,484;0,484;0,483;Geprueft
2018-10-17;0,487;0,539;0,484;Geprueft
2018-10-18;0,379;0,486;0,304;Geprueft
2018-10-19;0,45;0,543;0,305;Geprueft
2018-10-20;0,543;0,545;0,49;Geprueft
2018-10-21;0,545;0,546;0,491;Geprueft
2018-10-22;0,53;0,604;0,493;Geprueft
2018-10-23;0,542;0,55;0,494;Geprueft
2018-10-24;0,911;1,23;0,55;Geprueft
2018-10-25;0,772;0,995;0,49;Geprueft
2018-10-26;0,513;0,916;0,487;Geprueft
2018-10-27;0,52;0,539;0,485;Geprueft
2018-10-28;1,36;2,48;0,536;Geprueft
2018-10-29;2,07;2,39;1,54;Geprueft
2018-10-30;1,03;1,54;0,758;Geprueft
2018-10-31;0,647;0,758;0,576;Geprueft
2018-11-01;0,573;0,576;0,571;Geprueft
2018-11-02;0,509;0,571;0,365;Geprueft
2018-11-03;0,49;0,565;0,364;Geprueft
2018-11-04;0,561;0,563;0,558;Geprueft
2018-11-05;0,556;0,558;0,554;Geprueft
2018-11-06;0,552;0,554;0,55;Geprueft
2018-11-07;0,548;0,55;0,546;Geprueft
2018-11-08;0,481;0,546;0,439;Geprueft
2018-11-09;0,438;0,488;0,435;Geprueft
2018-11-10;0,433;0,435;0,431;Geprueft
2018-11-11;0,429;0,431;0,427;Geprueft
2018-11-12;0,426;0,427;0,424;Geprueft
2018-11-13;0,431;0,471;0,421;Geprueft
2018-11-14;0,454;0,469;0,417;Geprueft
2018-11-15;0,457;0,465;0,413;Geprueft
2018-11-16;0,457;0,461;0,409;Geprueft
2018-11-17;0,455;0,457;0,453;Geprueft
2018-11-18;0,451;0,453;0,449;Geprueft
2018-11-19;0,447;0,449;0,445;Geprueft
2018-11-20;0,444;0,492;0,441;Geprueft
2018-11-21;0,439;0,441;0,437;Geprueft
2018-11-22;0,435;0,437;0,433;Geprueft
2018-11-23;0,432;0,48;0,429;Geprueft
2018-11-24;0,427;0,429;0,382;Geprueft
2018-11-25;0,424;0,425;0,422;Geprueft
2018-11-26;0,439;0,467;0,419;Geprueft
2018-11-27;0,462;0,464;0,46;Geprueft
2018-11-28;0,578;0,929;0,322;Geprueft
2018-11-29;0,282;0,322;0,279;Geprueft
2018-11-30;0,384;0,449;0,278;Geprueft
2018-12-01;0,459;0,491;0,443;Geprueft
2018-12-02;0,485;0,583;0,44;Geprueft
2018-12-03;1,66;3,38;0,531;Geprueft
2018-12-04;3,7;4,58;2,35;Geprueft
2018-12-05;3,05;5,13;2,03;Geprueft
2018-12-06;2,03;2,04;2,03;Geprueft
2018-12-07;1,39;2,04;1,06;Geprueft
2018-12-08;1,19;1,47;1,07;Geprueft
2018-12-09;3,6;5,84;1,47;Geprueft
