,lag: 7,lag: 6,lag: 5,lag: 4,lag: 3,lag: 2,lag: 1
0,"tensor(0.5084, dtype=torch.float64)","tensor(0.5330, dtype=torch.float64)","tensor(0.5648, dtype=torch.float64)","tensor(0.6056, dtype=torch.float64)","tensor(0.6531, dtype=torch.float64)","tensor(0.7101, dtype=torch.float64)","tensor(0.7903, dtype=torch.float64)"
