Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20240415
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1934;09;    36.8;    36.8;    76.0;    56.9;    53.9;    51.3;    36.1;    36.3;    43.5;    30.1;    68.3;    28.9;    38.8;    27.7;    28.7;    29.9;    47.6;
1935;09;    43.6;    43.8;    75.4;    79.3;    75.5;    81.1;    95.8;    95.9;    98.8;    76.6;   122.1;   112.9;    50.1;    47.4;    48.5;    49.9;    77.2;
1936;09;    40.7;    40.7;   130.7;    98.8;    81.5;    71.4;    82.1;    81.5;    90.0;    84.6;    78.5;   102.6;    41.2;    40.8;    44.4;    48.9;    81.1;
1937;09;    42.8;    42.8;    97.5;   101.4;    40.6;    59.5;    57.4;    57.9;    59.6;    57.3;    69.7;    82.5;    47.1;    32.9;    32.5;    32.0;    66.2;
1938;09;    50.0;    50.1;    61.0;    60.4;    45.0;    39.6;    57.2;    56.8;    59.1;    33.5;    37.9;    25.0;    49.3;    31.2;    28.5;    25.1;    50.2;
1939;09;    59.0;    58.6;   143.0;   110.1;    69.8;    39.5;    38.5;    38.2;    55.2;    80.7;    32.8;    78.2;    88.1;    50.6;    63.9;    80.6;    76.1;
1940;09;    48.1;    48.2;   186.5;   153.6;   101.4;    45.6;    69.7;    69.7;    76.2;    98.9;    73.5;   123.6;    89.7;    48.8;    70.1;    96.8;   100.5;
1941;09;    45.8;    45.7;    28.7;    53.2;    30.2;    49.9;    45.8;    45.8;    43.8;    20.1;    33.7;    16.4;    79.5;    44.3;    45.1;    46.1;    44.3;
1942;09;    60.1;    60.0;    83.2;    52.8;    49.1;    70.3;    45.2;    45.4;    53.6;    60.4;    78.4;    82.6;    64.6;    50.6;    50.9;    51.3;    58.7;
1943;09;    45.7;    45.5;    99.1;    95.1;    51.3;    29.8;    51.1;    50.6;    58.9;    47.3;    42.7;    56.2;    65.9;    45.0;    56.1;    70.1;    64.3;
1944;09;    31.3;    31.6;   114.3;   109.3;    59.7;    46.4;    51.0;    51.2;    58.9;    74.6;    99.4;   108.4;    40.1;    35.7;    41.6;    48.9;    70.7;
1945;09;    39.0;    39.4;    98.1;    84.7;    37.2;    43.9;    31.0;    31.1;    50.5;    49.2;    45.2;    64.0;    46.6;    23.3;    26.1;    29.5;    54.5;
1946;09;    47.5;    47.6;    64.6;    63.6;    77.2;    82.7;    79.5;    79.8;    78.6;    70.5;   115.3;    99.6;    41.3;    48.1;    53.3;    59.8;    68.7;
1947;09;    20.1;    20.2;    35.7;    24.4;    23.6;    34.4;    43.5;    43.8;    40.2;    24.1;    54.9;    26.7;    20.5;    18.8;    22.5;    27.1;    30.8;
1948;09;    17.1;    17.3;    40.3;    35.6;    25.9;    38.6;    47.7;    48.0;    39.0;    25.3;    55.4;    23.7;     8.9;    20.0;    18.4;    16.3;    33.2;
1949;09;    24.7;    24.8;    44.2;    46.5;    33.2;    46.8;    51.1;    51.5;    57.6;    39.1;    58.9;    62.5;    36.9;    31.3;    35.4;    40.5;    44.0;
1950;09;    39.2;    39.2;   115.4;   110.4;    76.7;    63.6;    88.1;    88.4;    80.0;    82.2;   128.3;   105.6;    53.6;    34.5;    47.3;    63.4;    83.8;
1951;09;    51.6;    51.4;    70.2;    61.4;    63.8;    67.7;    58.4;    58.5;    70.2;    68.8;    73.7;    83.3;    60.3;    58.5;    59.1;    59.8;    63.3;
1952;09;    79.9;    80.4;   114.9;   125.5;   106.5;    65.3;    66.1;    65.9;    78.1;   102.7;    86.8;   116.4;   145.4;    95.4;   117.6;   145.5;   100.2;
1953;09;    27.9;    28.1;    54.5;    32.8;    25.4;    53.0;    51.7;    51.9;    43.7;    41.2;    65.1;    58.2;    35.6;    25.1;    27.2;    29.9;    40.8;
1954;09;    45.3;    44.2;   138.2;   118.2;   101.6;    50.8;    75.6;    75.3;    82.6;   103.8;   111.7;   139.4;    59.0;    51.0;    58.5;    68.0;    89.4;
1955;09;    43.5;    43.4;    88.8;    81.4;    60.9;    50.4;    57.0;    57.1;    79.0;    50.2;    67.7;    56.1;    54.1;    38.0;    44.5;    52.7;    64.5;
1956;09;    30.8;    30.7;    58.1;    54.2;    61.2;    36.2;    47.0;    46.9;    90.4;    65.8;    42.3;    77.4;    38.5;    28.3;    30.2;    32.6;    51.4;
1957;09;    80.7;    80.5;   116.1;   124.9;   149.3;    84.6;   137.4;   137.3;   185.8;   124.3;   148.6;   150.5;    95.9;    86.3;    97.2;   110.8;   123.4;
1958;09;    46.2;    45.7;    71.9;    76.6;    55.8;    49.9;    48.8;    49.1;    58.5;    41.6;    72.5;    47.1;    44.7;    32.8;    40.4;    49.9;    57.4;
1959;09;     2.8;     2.8;    15.9;    11.6;     3.4;     4.0;     2.2;     2.2;     4.5;     4.9;     5.0;     2.0;     2.1;     1.0;     1.0;     1.0;     6.1;
1960;09;    26.4;    26.5;    36.2;    50.2;    51.2;    32.9;    53.1;    53.2;    77.6;    53.5;    74.5;    57.5;    31.4;    28.2;    37.6;    49.4;    47.8;
1961;09;    27.3;    27.2;    42.4;    42.8;    47.6;    38.6;    38.3;    38.1;    54.1;    43.5;    45.9;    45.8;    22.9;    21.1;    26.9;    34.2;    39.4;
1962;09;    48.4;    48.3;    69.1;    76.3;    50.4;    52.1;    57.2;    57.3;    64.6;    63.7;    80.3;    85.3;    58.2;    34.8;    39.3;    45.0;    61.3;
1963;09;    35.4;    35.6;    51.1;    71.6;    55.4;    47.1;    57.7;    58.0;    67.4;    43.4;    67.9;    37.3;    60.7;    36.5;    41.2;    47.0;    56.0;
1964;09;    34.6;    34.5;    66.7;    55.9;    48.9;    57.9;    54.3;    54.6;    60.3;    59.0;    82.8;    81.6;    27.9;    33.6;    35.6;    38.0;    53.2;
1965;09;    61.2;    61.3;   106.1;    95.9;    56.2;    60.0;    45.6;    46.3;    53.8;    77.9;   108.1;   126.4;    90.1;    69.9;    63.6;    55.7;    74.8;
1966;09;    35.6;    35.3;    44.4;    46.2;    30.6;    32.4;    39.8;    40.1;    31.1;    24.6;    62.3;    29.2;    53.0;    27.8;    29.9;    32.5;    39.1;
1967;09;    75.4;    76.1;    88.9;    99.6;    92.0;    60.1;    76.1;    75.7;    70.8;   110.2;    62.7;   155.9;   110.2;    63.6;    67.9;    73.4;    84.3;
1968;09;    96.6;    96.2;   155.1;   115.5;   110.3;   114.3;   136.3;   136.9;   136.6;   116.0;   145.0;   136.8;    85.7;    73.8;    81.4;    91.0;   118.9;
1969;09;     6.5;     6.6;    28.5;    26.4;    27.1;    11.5;    11.3;    11.3;    26.0;    20.6;    17.2;    30.0;    20.3;    11.3;    20.7;    32.4;    20.3;
1970;09;    44.3;    44.5;    45.7;    46.8;    64.0;    64.2;    62.8;    63.1;    70.7;    42.5;    93.8;    45.2;    32.5;    43.6;    44.1;    44.8;    54.0;
1971;09;    42.7;    42.4;    28.9;    52.6;    24.0;    35.5;    43.2;    43.7;    31.4;    21.6;    61.1;    20.2;    54.2;    31.0;    30.3;    29.4;    39.6;
1972;09;    41.4;    41.3;    37.3;    39.0;    47.5;    39.9;    52.6;    53.0;    68.3;    52.1;    46.6;    44.7;    54.3;    48.1;    45.8;    42.8;    46.9;
1973;09;    30.3;    30.2;    46.8;    41.7;    41.3;    39.2;    55.0;    55.0;    49.8;    42.9;    73.7;    52.8;    25.0;    29.2;    30.7;    32.6;    43.2;
1974;09;    45.8;    45.9;    78.2;    82.4;    48.2;    52.3;    57.7;    57.9;    84.1;    69.3;    88.7;    93.4;    58.1;    33.2;    37.2;    42.3;    65.6;
1975;09;    42.9;    42.9;    70.6;    51.1;    63.3;    50.9;    61.4;    61.2;    79.8;    80.4;    73.1;    89.6;    36.9;    31.7;    35.0;    39.1;    57.7;
1976;09;    42.1;    42.2;   105.6;    80.7;    50.2;    50.5;    50.5;    51.1;    53.9;    60.6;    53.4;    69.5;    37.5;    31.5;    36.0;    41.7;    60.4;
1977;09;    47.3;    46.7;    48.3;    50.4;    20.5;    34.1;    37.9;    38.1;    29.5;    21.8;    55.9;    25.8;    69.3;    38.1;    37.7;    37.2;    41.6;
1978;09;   107.0;   106.8;    75.9;   101.5;    75.2;   119.9;   126.7;   127.2;   100.9;    57.6;   135.5;    62.1;    99.9;    84.4;    85.3;    86.5;    99.6;
1979;09;    38.5;    38.7;    69.7;   102.0;    31.9;    32.7;    35.5;    35.6;    35.3;    32.3;    45.5;    34.4;    95.2;    28.1;    40.6;    56.3;    55.9;
1980;09;    41.0;    41.2;    44.6;    62.7;    45.5;    46.6;    68.7;    68.8;    55.7;    38.9;    88.1;    46.1;    64.2;    42.0;    47.1;    53.4;    55.3;
1981;09;    51.8;    51.8;    88.7;   104.0;    63.6;    56.2;    56.9;    56.5;    64.4;    71.0;    38.9;    91.5;    63.1;    68.0;    68.2;    68.5;    71.9;
1982;09;    10.8;    10.8;    46.4;    37.8;    24.0;    13.1;    17.4;    17.4;    34.2;    41.7;    25.0;    45.0;    11.9;    11.2;    12.8;    14.9;    26.7;
1983;09;    31.4;    31.2;    77.5;    81.9;    67.7;    36.8;    49.6;    49.7;    67.1;    62.8;    84.6;    90.8;    37.9;    32.6;    43.1;    56.2;    60.5;
1984;09;    54.3;    54.1;   149.3;   152.0;   136.8;    56.6;   104.2;   103.7;   156.9;   149.3;    96.4;   148.2;    78.0;    70.2;    81.5;    95.6;   116.7;
1985;09;    37.2;    37.1;    51.7;    55.8;    47.7;    52.3;    52.6;    53.0;    59.7;    38.7;    76.0;    41.1;    28.8;    27.1;    30.6;    34.9;    48.9;
1986;09;    43.8;    43.6;    70.9;    45.1;    72.1;    47.9;    48.9;    49.1;    57.7;    87.1;    72.2;    91.6;    49.8;    48.5;    55.1;    63.5;    56.2;
1987;09;    60.4;    60.1;    82.7;    93.1;    71.9;    74.4;    89.9;    90.2;    88.6;    79.0;   107.0;    82.8;    60.8;    57.0;    64.2;    73.2;    81.1;
1988;09;    31.1;    31.2;    88.4;    69.2;    65.9;    37.2;    65.7;    65.4;   103.4;    70.7;    96.4;    70.8;    52.7;    35.3;    42.0;    50.4;    66.0;
1989;09;    15.5;    15.5;    40.1;    84.1;    64.6;    14.5;    38.0;    37.7;    67.2;    43.2;    31.5;    41.8;    45.2;    18.8;    31.1;    46.5;    48.0;
1990;09;    60.9;    61.2;    96.1;   103.5;    78.2;    97.0;   108.8;   108.8;    89.8;    74.9;   145.6;    68.2;    70.3;    65.0;    67.3;    70.1;    91.2;
1991;09;    22.2;    22.3;    82.0;    60.5;    47.3;    30.1;    58.7;    58.9;    57.0;    50.6;    80.2;    62.4;    23.9;    23.4;    26.1;    29.5;    51.0;
1992;09;    21.8;    21.9;    48.5;    56.3;    43.8;    25.9;    39.2;    39.2;    49.7;    42.9;    46.5;    41.3;    31.8;    18.3;    23.8;    30.7;    41.1;
1993;09;    68.9;    68.8;    84.5;    78.6;    91.8;    96.7;   109.2;   109.5;   142.9;   126.3;   114.6;   130.5;    58.4;    60.8;    60.1;    59.2;    92.4;
1994;09;    69.7;    69.8;   102.6;    78.3;    86.2;    78.7;    99.1;    98.7;   102.9;    97.2;   124.1;   113.5;    62.1;    63.1;    63.3;    63.6;    86.6;
1995;09;    61.0;    60.7;    99.5;    93.4;    99.8;    73.9;   111.1;   111.4;   102.8;    88.2;   110.5;   111.2;    93.8;    81.4;    93.6;   109.0;    94.3;
1996;09;    43.6;    43.5;    44.4;    65.2;    42.9;    43.8;    50.4;    50.1;    50.4;    33.3;    51.2;    24.8;    70.8;    38.2;    40.6;    43.6;    50.3;
1997;09;    21.3;    21.4;    32.0;    29.8;    17.3;    20.9;    24.4;    24.4;    26.8;    24.3;    46.9;    20.3;    25.8;    12.9;    13.0;    13.1;    25.4;
1998;09;    52.3;    52.7;   130.8;   153.5;   142.6;    46.6;    86.7;    86.2;   157.9;   123.7;    62.5;   104.6;    99.2;    66.7;    91.9;   123.5;   111.2;
1999;09;    30.6;    30.9;    71.2;    69.5;    55.7;    31.8;    53.0;    52.6;    67.3;    54.0;    61.5;    78.0;    36.8;    29.7;    34.2;    39.8;    54.2;
2000;09;    55.7;    55.5;   101.1;   101.5;    87.0;    78.6;    67.8;    67.8;    86.0;   114.4;    62.9;   145.3;    57.8;    44.8;    55.7;    69.4;    81.7;
2001;09;   120.8;   120.8;   143.7;   139.5;   118.6;   145.3;   170.1;   170.7;   152.2;    97.6;   166.1;   108.3;   118.6;    98.9;   100.4;   102.3;   138.5;
2002;09;    39.4;    39.4;    96.1;   106.1;    44.7;    29.6;    37.3;    37.0;    47.6;    33.6;    22.3;    40.1;    53.4;    32.2;    37.3;    43.7;    58.4;
2003;09;    43.1;    43.2;    33.9;    45.4;    42.0;    59.3;    72.3;    71.9;    69.7;    44.5;    48.3;    51.1;    45.5;    56.7;    57.1;    57.6;    52.8;
2004;09;    34.6;    34.6;    59.8;    82.3;    61.2;    49.2;    70.9;    71.4;    79.6;    48.1;    99.0;    47.7;    55.5;    32.3;    45.7;    62.6;    64.3;
2005;09;    47.6;    47.4;    61.7;    65.1;    53.6;    46.8;    57.4;    57.2;    59.9;    53.5;    36.0;    58.8;    57.1;    54.4;    55.1;    56.1;    56.3;
2006;09;    16.3;    16.3;    65.4;    38.6;    20.9;    30.7;    15.7;    15.9;    23.4;    32.2;    37.0;    37.3;    21.5;    16.4;    21.2;    27.3;    30.3;
2007;09;    77.9;    77.9;    72.5;   124.5;    98.4;    63.4;   102.7;   102.3;   101.6;    66.0;    82.9;    57.3;   103.7;   108.4;   119.0;   132.5;    97.4;
2008;09;    51.4;    51.1;    63.7;    67.0;    59.7;    38.4;    45.9;    45.6;    61.0;    62.0;    53.4;    70.6;    58.5;    51.2;    55.8;    61.5;    57.1;
2009;09;    30.9;    30.8;    33.9;    48.9;    49.6;    31.7;    37.9;    37.8;    44.9;    37.8;    43.0;    45.8;    40.4;    35.0;    49.9;    68.6;    41.6;
2010;09;   102.4;   102.8;    64.1;    54.6;    62.7;    76.6;   102.3;   102.4;    76.3;    69.3;   119.0;    82.3;   133.3;   121.1;   100.2;    74.0;    82.7;
2011;09;    67.0;    67.3;    53.9;    73.5;    47.3;    39.1;    53.3;    53.3;    47.6;    37.1;    86.8;    43.9;    69.6;    59.1;    59.2;    59.4;    58.6;
2012;09;    34.1;    34.2;    66.0;    63.6;    36.8;    39.5;    43.7;    44.0;    42.0;    43.6;    77.9;    49.0;    45.0;    27.6;    35.4;    45.7;    49.0;
2013;09;    57.4;    57.2;   107.8;   107.8;    67.9;    71.6;    73.8;    73.7;    89.4;    85.6;    92.9;    98.2;    56.3;    58.8;    65.5;    74.4;    83.4;
2014;09;    41.0;    41.2;    69.6;    75.4;    38.6;    53.7;    30.4;    30.4;    48.6;    40.8;    47.8;    34.8;    81.1;    49.1;    56.2;    65.4;    54.5;
2015;09;    40.1;    40.3;    49.3;    49.3;    60.5;    44.5;    65.7;    66.0;    81.6;    81.4;    78.0;   100.5;    43.9;    36.6;    39.2;    42.7;    56.3;
2016;09;    18.2;    18.3;    41.8;    71.0;    30.9;    15.2;    26.0;    26.1;    19.3;    22.8;    45.6;    28.4;    60.2;    35.6;    43.4;    53.6;    39.1;
2017;09;    33.9;    33.9;    67.1;    75.3;    62.7;    44.5;    82.7;    82.5;    91.3;    75.3;    96.4;    89.6;    41.4;    35.1;    40.3;    47.1;    66.3;
2018;09;    25.3;    25.4;    49.0;    67.8;    44.8;    19.7;    34.3;    34.1;    41.3;    42.4;    46.2;    31.3;    45.7;    32.0;    41.0;    52.8;    44.2;
2019;09;    55.7;    55.6;    58.9;    61.3;    48.8;    73.5;    85.0;    85.2;    62.2;    52.4;   111.9;    64.9;    64.3;    50.2;    48.4;    46.1;    64.5;
2020;09;    56.1;    56.2;    49.3;    62.4;    28.5;    53.2;    44.8;    44.6;    50.8;    37.1;    37.1;    50.6;    55.9;    52.6;    47.7;    41.4;    50.0;
2021;09;    26.4;    26.2;    31.3;    37.9;    26.2;    41.9;    44.0;    44.3;    33.1;    29.7;    61.4;    27.5;    28.4;    28.4;    29.2;    30.4;    35.3;
2022;09;    57.5;    57.8;   106.3;   121.8;   121.4;    72.9;    93.5;    93.9;   111.4;   126.1;    99.8;   127.7;    99.0;    55.3;    74.4;    99.4;   100.0;
2023;09;    15.6;    15.7;    28.7;    26.5;    39.1;    30.0;    43.7;    43.4;    68.1;    41.7;    34.9;    33.1;    16.9;    18.9;    22.1;    26.2;    33.3;
