Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20240415
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1899;10;    16.1;    16.1;    39.1;    35.2;    29.1;    26.3;    36.6;    36.9;    32.4;    40.1;    55.8;    55.0;    20.2;    13.7;    17.9;    23.3;    31.7;
1900;10;    49.3;    49.6;    72.8;    69.2;    95.3;    72.2;    98.9;    99.0;   106.9;    96.8;   122.5;    99.2;    52.4;    57.8;    65.2;    74.6;    80.0;
1901;10;    55.0;    55.2;    77.4;    72.9;    90.0;    46.9;    77.3;    77.1;   111.7;   102.9;    70.8;   112.2;    76.7;    52.0;    62.5;    75.7;    76.4;
1902;10;    30.3;    30.4;    80.5;    69.3;    52.5;    31.6;    56.1;    55.9;    84.0;    47.8;    52.4;    60.1;    39.2;    42.4;    46.3;    51.3;    57.4;
1903;10;    67.2;    67.3;    95.8;    80.7;    86.3;    98.8;   102.9;   103.1;    95.5;   100.0;   152.9;   120.3;    69.3;    52.7;    61.2;    71.8;    89.0;
1904;10;    44.9;    45.2;    44.7;    63.8;    46.9;    65.4;    53.2;    53.4;    50.3;    50.8;    73.4;    42.0;    55.9;    41.8;    45.9;    51.1;    54.0;
1905;10;    75.6;    75.5;   107.9;   106.1;   102.0;    89.3;   139.9;   139.6;   140.5;    78.3;   108.5;    68.7;   100.0;    81.5;    90.2;   101.2;   106.5;
1906;10;    22.2;    22.2;    26.2;    24.6;    35.2;    35.0;    36.2;    36.3;    54.5;    39.5;    38.3;    35.3;    24.9;    21.2;    25.1;    30.1;    31.9;
1907;10;    23.7;    23.7;    41.6;    27.9;    43.1;    10.6;    34.7;    34.5;    52.0;    57.2;    36.4;    74.5;    29.6;    20.0;    24.6;    30.4;    34.0;
1908;10;     0.7;     0.7;     9.7;     3.0;     6.1;     6.3;     3.7;     3.7;     3.9;     3.2;     6.7;     3.3;     0.8;     2.4;     2.6;     2.9;     4.2;
1909;10;    20.8;    20.6;    76.6;    51.2;    65.5;    27.1;    48.2;    48.0;    63.2;    67.8;    63.8;    82.9;    20.0;    29.3;    37.6;    48.0;    49.9;
1910;10;    14.8;    14.9;    19.9;    26.6;    14.0;    14.9;    12.9;    13.0;    18.3;    17.1;    22.7;    23.3;    19.2;    11.1;    11.6;    12.3;    18.2;
1911;10;    33.3;    33.2;    64.5;    44.0;    46.5;    47.4;    81.3;    81.6;    76.9;    62.0;   119.0;    81.8;    19.4;    28.9;    27.8;    26.3;    55.4;
1912;10;    35.9;    36.1;    82.9;    63.3;    92.4;    45.5;    47.0;    47.1;    73.4;    82.7;    67.3;   108.2;    38.6;    29.3;    38.4;    49.9;    60.1;
1913;10;    21.8;    22.0;    31.4;    37.5;    40.4;    38.1;    45.3;    45.3;    61.4;    40.2;    48.0;    46.7;    27.7;    29.2;    32.3;    36.2;    38.8;
1914;10;    55.4;    55.6;    38.0;    38.8;    52.6;    75.0;    59.7;    59.8;    74.6;    46.9;    81.0;    34.2;    67.8;    59.4;    59.8;    60.3;    55.5;
1915;10;    37.4;    37.6;    36.1;    64.6;    26.2;    26.6;    25.2;    24.9;    28.7;    23.0;    18.5;    19.6;    87.6;    48.5;    49.6;    50.9;    40.9;
1916;10;    49.0;    49.2;    91.1;    70.6;    66.2;    70.1;    66.8;    67.6;    75.1;    68.2;    94.1;    89.8;    46.5;    36.0;    39.5;    43.9;    67.2;
1917;10;    75.2;    74.7;   124.9;   108.6;   117.5;    89.6;   105.5;   105.3;   127.3;   128.6;   133.0;   144.9;    54.3;    63.2;    70.8;    80.4;   104.0;
1918;10;    42.5;    42.7;    45.6;    40.8;    60.5;    44.0;    46.3;    46.3;    64.2;    62.1;    49.2;    60.4;    74.7;    58.5;    62.7;    67.9;    51.6;
1919;10;    66.4;    66.5;    48.7;    57.7;    34.4;    65.4;    45.4;    45.4;    37.0;    32.4;    70.9;    29.5;   102.2;    61.4;    57.1;    51.6;    54.4;
1920;10;     4.4;     4.4;    17.1;     4.0;    20.8;     5.6;    17.1;    17.0;    21.7;    41.4;    14.8;    69.0;     8.8;    10.4;    10.3;    10.2;    13.9;
1921;10;    43.2;    42.9;    25.8;    48.5;    33.7;    49.6;    38.6;    38.5;    36.5;    18.8;    42.5;    17.8;    66.3;    37.1;    39.6;    42.8;    40.4;
1922;10;    26.4;    26.6;    71.7;    75.9;    58.4;    25.4;    57.3;    56.7;    67.7;    54.5;    25.7;    54.3;    75.8;    53.4;    59.3;    66.6;    58.4;
1923;10;    70.3;    70.5;   156.1;   139.6;   190.0;    73.1;   100.7;   100.0;   149.6;   173.2;   100.2;   211.0;   132.3;    95.3;   117.1;   144.6;   127.6;
1924;10;    20.2;    20.3;    55.2;    33.7;    47.6;    25.0;    45.9;    45.9;    53.2;    69.9;    50.0;   106.3;    26.3;    22.3;    26.5;    31.8;    40.7;
1925;10;    39.0;    39.1;    43.2;    56.8;    59.3;    53.6;    58.1;    58.4;    70.9;    56.7;    70.2;    66.5;    57.0;    30.2;    41.0;    54.6;    54.5;
1926;10;    75.4;    75.7;   131.3;    97.2;   117.6;    85.8;   115.9;   115.6;   158.0;   106.5;   112.7;   114.3;    81.4;    91.9;    94.6;    97.9;   107.8;
1927;10;    28.4;    28.5;    29.3;    29.1;    26.9;    49.8;    46.4;    46.8;    30.0;    27.2;    78.9;    25.5;    33.9;    24.5;    25.4;    26.6;    34.7;
1928;10;    51.7;    51.9;    91.9;    64.1;    84.0;    65.4;    87.3;    87.4;    93.5;    90.5;    78.5;   129.7;    51.4;    66.7;    63.6;    59.6;    75.0;
1929;10;    85.1;    84.8;    89.4;    72.2;    83.7;    85.3;    97.7;    97.9;   130.6;    96.4;    86.5;    93.7;    93.3;    72.2;    76.9;    82.9;    89.4;
1930;10;    98.1;    98.6;   143.1;   127.4;    98.5;    63.2;    75.2;    74.9;    93.1;   112.3;    69.8;   181.8;   156.6;    62.7;    72.5;    84.9;   103.4;
1931;10;    35.9;    35.8;    62.7;    55.4;    45.7;    45.3;    43.3;    43.1;    52.2;    43.2;    49.0;    40.6;    39.8;    33.8;    35.4;    37.4;    47.4;
1932;10;    68.5;    68.5;   103.5;    96.7;   129.6;    92.8;   121.5;   121.7;   143.4;   138.4;   143.9;   182.3;    69.1;    66.9;    76.8;    89.3;   106.2;
1933;10;    53.3;    53.1;    62.4;    70.9;    53.6;    73.4;    52.7;    52.9;    54.9;    59.1;    80.6;    74.6;    39.8;    42.3;    42.0;    41.6;    59.1;
1934;10;    46.9;    46.9;    59.3;    70.2;    79.3;    60.6;    90.3;    90.2;    87.7;    68.0;   109.1;    69.4;    74.3;    50.0;    63.3;    80.1;    72.5;
1935;10;    80.7;    81.1;   138.9;   121.5;    76.3;    81.4;    82.0;    81.8;    97.5;    67.8;   101.6;    79.8;   128.9;    66.8;    73.4;    81.7;    98.3;
1936;10;    53.8;    53.9;    64.5;    83.5;    60.3;    60.5;    78.2;    78.3;    82.5;    53.9;    96.0;    53.4;    76.9;    51.2;    58.6;    67.9;    71.3;
1937;10;    22.7;    22.8;    39.8;    53.5;    22.3;    16.7;    21.2;    21.2;    14.2;    24.2;    23.0;    29.7;    51.7;    26.4;    29.7;    33.9;    31.5;
1938;10;    58.1;    58.0;    72.9;    53.6;    75.7;    63.0;    96.6;    96.5;    88.5;    73.8;   124.8;    82.5;    61.5;    67.2;    64.9;    62.0;    73.0;
1939;10;    84.4;    84.1;   201.1;   153.2;   147.9;    77.7;    92.8;    92.8;   106.8;   162.8;    86.8;   183.3;    75.4;    90.0;   104.0;   121.7;   123.2;
1940;10;    12.5;    12.6;    43.7;    42.0;    32.7;    24.6;    41.0;    41.2;    33.0;    38.1;    59.0;    64.1;    26.4;    21.9;    23.3;    25.1;    35.0;
1941;10;    98.3;    98.1;   132.3;   146.3;   115.1;   106.6;   140.8;   140.5;   146.3;    88.6;   112.7;    87.4;   127.3;   108.8;   120.0;   134.1;   126.9;
1942;10;    54.5;    54.9;    62.7;    83.1;    62.6;    59.6;    94.8;    94.5;    91.2;    51.4;   102.9;    64.5;   100.0;    68.9;    71.0;    73.6;    76.8;
1943;10;     5.0;     5.0;     1.8;     1.1;     9.7;    10.6;    15.1;    15.2;    20.7;    19.9;    22.6;    26.3;     1.7;     5.3;     3.6;     1.4;     9.0;
1944;10;    41.9;    42.0;    76.8;    66.6;    66.9;    44.0;    55.5;    55.5;    78.7;    73.2;    53.5;   100.0;    53.2;    51.5;    55.1;    59.7;    62.0;
1945;10;    42.2;    42.4;    41.0;    46.9;    28.5;    46.0;    45.6;    45.5;    52.6;    20.2;    57.0;    17.0;    52.7;    35.2;    35.5;    35.8;    43.0;
1946;10;    45.1;    45.1;    55.9;    71.2;    56.5;    45.7;    55.9;    55.8;    58.1;    37.0;    44.8;    31.2;    79.8;    62.4;    69.4;    78.1;    58.5;
1947;10;    15.9;    15.8;    18.8;    14.7;    14.2;    19.6;    22.0;    22.1;    20.8;    24.0;    25.3;    31.0;    14.0;    12.6;    11.6;    10.3;    17.9;
1948;10;    39.8;    39.6;    33.2;    33.1;    43.7;    45.8;    32.3;    32.3;    39.0;    37.4;    64.8;    42.5;    27.5;    36.6;    36.5;    36.3;    37.3;
1949;10;     6.4;     6.4;    23.6;    19.6;    30.7;    10.3;    21.5;    21.5;    37.4;    57.1;    37.2;    70.1;    11.4;     7.5;    12.2;    18.0;    23.0;
1950;10;    33.0;    33.0;    34.0;    45.9;    33.5;    33.9;    39.9;    39.8;    42.6;    27.4;    54.8;    36.9;    47.7;    28.6;    34.9;    42.8;    39.2;
1951;10;     1.9;     1.9;    37.5;    10.8;    10.3;     2.7;     4.7;     4.6;     8.6;     9.2;     3.9;     9.6;     4.4;     8.2;    14.0;    21.3;    10.7;
1952;10;    50.2;    50.2;   123.4;   104.3;    90.4;    66.9;    79.5;    79.5;    81.9;    91.5;    96.2;   122.8;    77.5;    54.3;    66.6;    82.0;    86.8;
1953;10;    10.7;    10.8;    39.6;    28.9;    48.3;    13.7;    20.9;    20.8;    25.6;    28.5;    27.4;    30.6;    21.8;    18.1;    26.4;    36.9;    26.5;
1954;10;    56.3;    56.3;    71.1;    76.8;    79.4;    62.6;    98.0;    97.8;   111.3;    73.3;   103.7;   104.1;    66.5;    59.9;    63.4;    67.7;    79.2;
1955;10;    50.5;    50.3;    33.5;    40.3;    36.4;    54.2;    81.3;    81.7;    55.5;    38.2;    97.1;    54.0;    52.8;    56.9;    52.9;    47.8;    52.6;
1956;10;    72.7;    72.3;   114.7;   107.6;    80.9;    62.9;    74.5;    74.0;   105.5;    77.1;    68.1;    85.7;    72.1;    59.4;    61.8;    64.8;    86.0;
1957;10;    19.7;    19.6;    21.6;    15.7;    34.5;    34.4;    39.0;    39.0;    39.7;    30.0;    73.7;    42.8;    17.2;    23.7;    24.1;    24.7;    28.9;
1958;10;    45.8;    46.1;    84.5;    96.2;    65.7;    57.1;    76.4;    76.7;    89.3;    62.0;    75.3;    69.5;   101.6;    57.4;    60.2;    63.7;    76.8;
1959;10;    45.3;    45.2;    72.5;    52.4;    44.6;    43.1;    33.0;    32.9;    44.6;    36.8;    42.6;    36.7;    51.3;    37.4;    47.1;    59.3;    47.3;
1960;10;   103.2;   102.9;   129.6;   129.8;   137.2;    78.7;    90.7;    90.2;   140.1;    95.1;    77.6;   111.8;   159.5;   100.1;   118.4;   141.5;   116.3;
1961;10;    42.5;    42.6;    56.1;    43.3;    74.5;    38.4;    61.0;    61.1;    78.5;    78.0;    77.7;   111.6;    32.4;    37.6;    36.0;    34.0;    54.5;
1962;10;     7.1;     7.2;     9.3;     9.7;    15.4;    14.0;    24.8;    24.8;    20.2;    14.2;    34.2;    17.0;     7.5;     8.5;     8.6;     8.7;    14.3;
1963;10;    20.9;    21.0;    53.1;    38.4;    47.3;    34.3;    42.3;    42.5;    57.7;    48.3;    72.3;    55.2;    31.5;    20.2;    24.1;    28.9;    41.4;
1964;10;    52.5;    52.7;    68.4;   101.1;    66.6;    34.5;    51.8;    51.8;    73.0;    73.5;    50.7;    89.6;    74.3;    25.0;    33.7;    44.7;    66.0;
1965;10;    10.9;    10.9;    12.6;     5.9;    15.0;    13.4;    27.7;    27.8;    27.5;    18.5;    30.9;    16.9;     8.7;    13.6;    14.2;    14.9;    15.9;
1966;10;    37.3;    37.6;    65.9;    96.3;    89.7;    25.7;    56.7;    56.7;    86.2;    99.5;    72.9;    91.8;    88.9;    52.7;    71.8;    95.9;    73.1;
1967;10;    46.1;    46.3;    52.9;    55.6;    76.5;    46.5;    68.0;    68.3;    70.7;    81.3;   106.8;   118.0;    42.9;    35.2;    41.8;    50.1;    60.4;
1968;10;    52.6;    52.6;    73.7;    76.9;    62.0;    62.6;    80.9;    81.0;    85.8;    56.5;   108.4;    60.6;    62.9;    58.7;    56.4;    53.4;    71.4;
1969;10;    23.7;    23.9;     8.8;    11.8;    14.9;    31.9;    38.0;    38.1;    20.2;     5.7;    37.1;     3.1;    31.7;    30.0;    26.7;    22.5;    21.6;
1970;10;    60.6;    60.7;    89.9;   112.2;    84.0;    86.3;   103.3;   103.8;   113.1;    76.0;   117.1;    85.7;    91.8;    58.5;    71.9;    88.7;    94.0;
1971;10;    21.5;    21.5;    24.4;    22.7;    34.7;    24.7;    30.4;    30.5;    28.4;    31.7;    51.3;    27.7;    29.6;    22.0;    25.8;    30.5;    27.7;
1972;10;    20.7;    20.8;    43.7;    50.2;    25.3;    15.4;    22.8;    22.8;    18.7;    22.2;    20.0;    18.0;    37.6;    32.7;    32.4;    32.1;    31.1;
1973;10;    53.8;    53.8;    99.5;    80.7;    90.8;    55.8;    85.8;    85.4;    88.7;    80.8;    76.3;    82.9;    71.2;    59.9;    72.8;    89.0;    79.3;
1974;10;   113.2;   112.9;   162.4;   133.7;   143.0;   105.8;   104.2;   103.9;   131.9;   132.5;   101.7;   141.1;   157.0;   106.9;   119.9;   136.2;   127.8;
1975;10;    35.1;    35.3;    38.7;    47.2;    31.8;    36.3;    32.6;    32.8;    25.4;    20.8;    46.9;    18.3;    46.8;    38.9;    38.9;    39.0;    37.1;
1976;10;    26.7;    26.8;    41.3;    45.7;    31.9;    50.4;    37.6;    37.5;    44.3;    56.2;    57.7;    67.6;    29.9;    22.0;    23.5;    25.3;    40.1;
1977;10;    26.8;    26.6;    65.4;    48.5;    55.4;    28.8;    35.5;    35.8;    33.8;    48.2;    46.5;    60.1;    32.4;    30.6;    41.7;    55.6;    42.8;
1978;10;    45.6;    45.5;    75.0;    69.0;    23.2;    33.6;    26.6;    27.0;    27.0;    25.1;    49.1;    15.7;    60.0;    30.6;    34.9;    40.2;    45.3;
1979;10;    11.1;    11.1;    29.9;    21.7;    30.0;    16.7;    32.3;    32.3;    32.6;    47.5;    32.7;    53.4;    13.3;    10.5;    13.2;    16.5;    25.1;
1980;10;    56.0;    56.1;   102.7;    89.1;    51.3;    69.9;    62.3;    62.6;    55.1;    67.4;   125.8;   100.3;    78.1;    41.0;    46.6;    53.7;    73.0;
1981;10;    81.3;    81.4;   194.0;   182.5;   109.7;    92.9;    96.1;    96.3;   122.8;   135.1;   149.4;   191.4;   105.8;    63.0;    72.9;    85.3;   128.5;
1982;10;    39.5;    39.5;   144.0;    74.9;   134.3;    46.1;    87.5;    87.5;   104.5;   150.8;    80.5;   181.0;    32.8;    43.7;    57.4;    74.6;    86.3;
1983;10;    35.8;    35.7;    44.8;    38.9;    32.7;    58.6;    66.0;    66.5;    40.9;    38.1;   108.2;    52.6;    15.6;    23.7;    22.5;    20.9;    44.3;
1984;10;    39.4;    39.2;    47.3;    32.5;    63.9;    50.5;    85.3;    85.5;   106.3;    65.6;   113.8;    80.1;    35.9;    43.5;    48.1;    53.9;    59.3;
1985;10;    11.8;    11.9;    12.6;    16.0;    21.1;    16.1;    20.6;    20.5;    19.6;    17.8;    27.7;    20.0;    15.9;    15.4;    14.5;    13.4;    17.1;
1986;10;    40.9;    41.1;   111.4;    96.9;    95.4;    43.7;    70.3;    70.3;   106.6;    93.5;   109.7;   136.0;    63.4;    44.5;    58.2;    75.5;    82.3;
1987;10;    16.8;    16.8;    68.5;    32.5;    73.7;    14.4;    52.8;    52.9;    66.4;   109.5;    65.9;   129.5;    19.5;    19.5;    25.3;    32.6;    47.1;
1988;10;    14.8;    14.7;    85.5;    61.1;    53.5;    39.6;    48.8;    49.2;    56.8;    79.5;    85.6;   108.2;    20.9;    17.1;    21.9;    28.0;    52.1;
1989;10;    36.3;    36.4;    65.4;    72.8;    68.4;    45.4;    72.8;    72.5;    80.1;    60.1;    78.9;    74.3;    44.9;    43.6;    48.5;    54.7;    63.2;
1990;10;    20.6;    20.8;    84.2;    75.7;    53.3;    28.6;    43.5;    43.6;    47.9;    68.6;    62.0;    91.6;    32.1;    19.1;    25.2;    32.8;    52.2;
1991;10;    20.3;    20.2;    38.7;    22.4;    40.4;    29.2;    44.2;    44.2;    48.4;    46.5;    63.1;    56.3;    22.3;    17.2;    21.2;    26.3;    34.1;
1992;10;    41.4;    41.5;   122.0;   101.4;    79.3;    47.0;    84.5;    84.2;    94.4;    88.6;    81.9;   112.0;    55.4;    64.8;    64.2;    63.4;    82.9;
1993;10;    23.8;    23.9;   105.1;    76.1;    83.1;    38.3;    80.8;    80.6;   102.9;    87.3;    72.0;    89.3;    42.9;    24.8;    35.4;    48.8;    70.3;
1994;10;    31.7;    31.7;    54.8;    52.9;    61.3;    44.0;    72.1;    71.8;    87.7;    56.9;    70.5;    77.6;    38.8;    36.9;    39.9;    43.6;    56.2;
1995;10;    11.3;    11.4;    31.2;    25.2;    19.8;    22.8;    16.4;    16.5;    24.9;    33.7;    31.0;    43.8;    18.6;     9.7;    13.2;    17.6;    22.2;
1996;10;    48.4;    48.3;    91.7;    91.8;   100.7;    56.6;    79.5;    79.1;    92.7;    80.2;    65.6;    78.5;    55.3;    60.3;    72.4;    87.6;    79.0;
1997;10;    38.0;    38.0;    70.6;    79.3;    65.4;    53.6;    58.7;    58.6;    74.5;    59.5;    78.8;    61.8;    63.5;    35.8;    45.7;    58.1;    63.7;
1998;10;    97.5;    97.3;   186.2;   187.8;   191.3;    91.6;   188.7;   188.2;   215.1;   182.0;   181.6;   240.6;    99.8;   116.9;   133.2;   153.8;   166.1;
1999;10;    24.1;    24.3;    57.2;    38.9;    40.8;    40.7;    41.8;    41.7;    50.0;    56.4;    63.4;    66.7;    37.0;    21.7;    24.2;    27.3;    41.8;
2000;10;    27.8;    27.9;    69.4;    80.2;    60.2;    32.5;    47.6;    47.5;    67.6;    73.5;    71.8;   102.8;    48.5;    36.6;    42.1;    49.0;    58.7;
2001;10;    27.5;    27.3;    71.7;    47.7;    48.9;    27.6;    38.4;    38.4;    53.7;    50.6;    51.1;    55.5;    36.8;    28.8;    32.4;    37.0;    45.3;
2002;10;    79.2;    78.9;   134.5;   127.7;   120.1;    88.0;   109.6;   110.0;   100.4;   108.2;   126.0;   133.3;    79.8;    63.9;    80.2;   100.8;   108.9;
2003;10;    40.2;    39.9;   114.3;   101.0;    57.3;    46.6;    60.6;    60.3;    94.2;    65.3;    76.2;    84.4;    50.1;    40.4;    46.2;    53.5;    74.1;
2004;10;    28.7;    28.9;   118.9;    65.3;    46.1;    38.9;    42.6;    42.6;    44.6;    59.3;    54.5;    85.6;    40.9;    17.2;    20.8;    25.4;    53.3;
2005;10;    27.1;    26.9;    53.1;    36.8;    38.1;    38.7;    43.9;    44.0;    52.7;    40.2;    62.5;    41.0;    22.1;    31.3;    30.5;    29.4;    40.3;
2006;10;    34.2;    34.4;    82.6;    53.5;    69.0;    43.3;    55.2;    55.2;    58.3;    78.0;    90.9;   107.8;    69.9;    31.5;    44.8;    61.5;    59.1;
2007;10;    14.0;    14.2;    14.0;    25.2;    14.6;    28.7;    45.2;    45.2;    43.6;    20.3;    33.7;    22.6;    24.5;    17.3;    17.7;    18.3;    26.4;
2008;10;    69.4;    69.2;   102.8;    67.9;    69.1;    67.7;    78.5;    78.8;    67.4;    66.1;   126.1;    77.5;    85.2;    57.9;    65.8;    75.8;    76.2;
2009;10;    83.4;    83.4;    76.2;    78.1;    63.7;    78.9;    86.9;    86.8;    95.4;    54.2;    80.3;    51.3;    90.1;    82.6;    76.8;    69.5;    79.4;
2010;10;    20.3;    20.2;    43.8;    36.7;    28.9;    34.4;    46.2;    46.3;    43.0;    32.7;    67.2;    40.7;    15.2;    19.2;    21.7;    24.9;    35.8;
2011;10;    37.0;    37.0;    61.1;    66.7;    47.8;    35.7;    59.4;    59.4;    63.0;    32.9;    62.1;    36.2;    43.8;    35.9;    42.3;    50.4;    53.1;
2012;10;    37.1;    37.3;    77.4;    63.0;    60.4;    56.8;    67.8;    67.7;    79.2;    76.2;    72.3;    69.0;    31.3;    33.9;    36.6;    40.1;    60.7;
2013;10;    58.4;    58.5;   105.9;    70.4;   107.7;    56.4;    69.7;    69.7;    76.8;   115.1;    88.4;   140.5;    55.1;    72.3;    71.1;    69.4;    77.8;
2014;10;    43.3;    43.5;    70.4;    82.2;    65.7;    55.4;    58.2;    58.0;    69.3;    72.2;    64.0;    92.0;    49.4;    40.5;    45.5;    52.1;    63.7;
2015;10;    56.5;    56.2;    31.2;    56.1;    31.8;    49.0;    48.9;    48.7;    45.7;    24.8;    47.6;    22.0;    57.5;    50.4;    47.6;    43.9;    46.6;
2016;10;    55.2;    55.5;    63.0;    52.3;    56.1;    54.1;    48.3;    47.8;    56.2;    53.7;    57.3;    56.1;    87.3;    59.2;    62.7;    67.3;    57.0;
2017;10;    79.2;    79.1;    65.2;    77.7;    53.1;   112.1;    83.2;    83.8;    67.1;    42.5;   142.0;    44.9;    89.7;    53.7;    61.3;    71.2;    76.7;
2018;10;    18.8;    18.8;    31.7;    38.4;    17.1;    25.2;    31.6;    31.7;    31.2;    14.1;    42.8;    13.8;    31.2;    14.1;    17.2;    21.3;    28.4;
2019;10;    54.2;    54.3;   105.0;    81.3;    81.6;    64.9;   100.8;   100.7;   101.4;    99.9;   101.6;   125.7;    56.0;    57.4;    61.6;    67.0;    83.8;
2020;10;    68.3;    68.4;    85.3;    81.0;    73.0;    60.7;    77.4;    77.2;    84.1;    77.6;    84.7;   116.3;    97.5;    64.2;    70.7;    79.2;    78.4;
2021;10;    26.8;    27.0;    49.2;    32.6;    42.1;    57.4;    60.2;    60.4;    56.1;    47.7;    85.7;    57.8;    22.0;    31.6;    33.7;    36.5;    44.8;
2022;10;    25.9;    25.9;    87.1;    71.3;    65.5;    16.5;    30.5;    30.7;    35.9;    75.1;    44.9;   114.3;    26.4;    30.1;    36.2;    44.2;    49.7;
2023;10;    96.7;    96.6;    87.1;    66.4;    89.5;   102.6;   140.6;   141.1;   119.1;   101.6;   172.1;   141.9;    97.8;    90.3;    86.3;    81.1;   100.7;
