Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20240415
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1935;12;     0.71;     0.70;    -0.68;    -1.28;     0.36;     1.12;     1.68;     1.68;     1.78;     1.05;     1.64;     0.91;    -0.05;     0.81;     0.23;    -0.50;     0.39;
1936;12;     1.75;     1.75;     1.05;     0.08;     1.26;     2.00;     2.74;     2.75;     2.55;     1.58;     2.93;     1.66;     1.40;     1.86;     1.44;     0.90;     1.54;
1937;12;    -0.84;    -0.84;    -0.72;    -1.47;    -0.36;    -0.64;     0.29;     0.29;     0.61;     0.12;     0.11;     0.35;    -0.62;    -0.39;    -0.57;    -0.81;    -0.48;
1938;12;    -1.55;    -1.56;    -2.48;    -3.17;    -2.33;    -1.29;    -1.07;    -1.07;    -0.66;    -1.62;    -0.32;    -1.38;    -2.32;    -1.89;    -2.42;    -3.09;    -1.92;
1939;12;    -1.57;    -1.58;    -1.72;    -3.09;    -1.51;    -1.19;    -0.60;    -0.60;     0.00;    -0.72;    -0.50;    -0.59;    -2.47;    -1.53;    -1.95;    -2.47;    -1.56;
1940;12;    -2.35;    -2.37;    -4.24;    -5.24;    -2.88;    -1.41;    -0.91;    -0.90;    -1.03;    -2.31;    -0.26;    -2.21;    -3.98;    -2.32;    -2.96;    -3.78;    -2.81;
1941;12;     1.86;     1.85;     0.44;    -0.49;     1.40;     2.54;     3.19;     3.20;     3.04;     1.95;     3.32;     1.80;     0.76;     2.11;     1.52;     0.78;     1.54;
1942;12;     2.54;     2.53;     1.02;     0.23;     1.57;     2.80;     3.68;     3.68;     3.70;     1.99;     3.51;     2.22;     1.77;     2.63;     2.07;     1.37;     2.07;
1943;12;     0.08;     0.07;     0.14;    -0.80;     0.04;     0.74;     1.00;     1.01;     1.04;     0.42;     1.54;     0.53;    -0.81;     0.17;    -0.23;    -0.73;     0.18;
1944;12;    -1.13;    -1.13;    -0.73;    -1.84;     0.00;    -0.47;     0.91;     0.91;     1.64;     0.57;     0.63;     0.82;    -1.18;    -0.49;    -0.74;    -1.06;    -0.36;
1945;12;     1.45;     1.45;     0.78;    -0.29;     1.25;     1.80;     2.31;     2.31;     2.51;     1.85;     2.42;     2.01;     0.79;     1.53;     1.02;     0.37;     1.26;
1946;12;    -2.30;    -2.30;    -2.35;    -3.28;    -2.56;    -2.06;    -1.55;    -1.54;    -1.12;    -2.00;    -0.86;    -1.79;    -3.22;    -2.71;    -3.03;    -3.43;    -2.32;
1947;12;     1.65;     1.64;     0.69;    -0.05;     1.61;     1.96;     2.57;     2.57;     2.73;     1.96;     2.71;     2.00;     0.57;     1.73;     1.24;     0.63;     1.43;
1948;12;     1.39;     1.38;    -0.40;    -1.61;     0.37;     1.72;     2.78;     2.78;     2.99;     0.86;     2.69;     1.61;     0.43;     2.09;     1.22;     0.13;     0.88;
1949;12;     3.61;     3.61;     2.61;     1.89;     2.64;     3.49;     3.78;     3.79;     3.59;     2.94;     3.95;     3.05;     2.86;     3.56;     3.04;     2.38;     3.00;
1950;12;    -1.29;    -1.30;    -2.72;    -2.97;    -2.49;    -0.76;    -1.13;    -1.12;    -1.61;    -2.28;    -0.30;    -2.28;    -2.26;    -1.78;    -2.23;    -2.79;    -1.98;
1951;12;     3.55;     3.54;     0.98;     0.29;     1.78;     3.97;     4.12;     4.13;     3.80;     2.02;     4.67;     2.25;     2.48;     3.69;     2.89;     1.87;     2.50;
1952;12;    -0.68;    -0.69;    -0.75;    -1.84;    -0.36;    -0.34;     0.36;     0.37;     0.66;     0.11;     0.50;     0.28;    -1.11;    -0.34;    -0.73;    -1.21;    -0.53;
1953;12;     2.01;     2.01;     1.90;     0.78;     2.78;     2.02;     3.91;     3.90;     4.55;     3.03;     3.39;     3.40;     2.22;     3.18;     2.83;     2.40;     2.52;
1954;12;     3.61;     3.60;     2.67;     1.83;     3.15;     3.63;     4.24;     4.24;     4.44;     3.50;     4.06;     3.59;     2.82;     3.77;     3.24;     2.59;     3.24;
1955;12;     2.60;     2.59;     2.81;     1.61;     2.28;     2.50;     3.47;     3.47;     3.79;     2.83;     2.84;     3.09;     1.80;     2.86;     2.30;     1.61;     2.59;
1956;12;     2.05;     2.05;     1.00;    -0.16;     2.14;     2.44;     3.63;     3.63;     4.22;     2.68;     3.49;     2.98;     1.22;     2.48;     1.96;     1.31;     2.01;
1957;12;     0.32;     0.32;     0.09;    -0.59;     0.34;     1.06;     1.43;     1.44;     1.83;     0.82;     1.63;     1.31;    -0.22;     0.59;     0.24;    -0.21;     0.52;
1958;12;     2.43;     2.43;     1.95;     0.89;     2.61;     2.45;     3.62;     3.62;     3.83;     2.86;     3.30;     3.23;     2.10;     2.99;     2.57;     2.03;     2.45;
1959;12;     1.34;     1.34;     2.32;     1.50;     2.68;     1.39;     2.75;     2.75;     3.68;     3.14;     2.61;     3.30;     1.37;     1.83;     1.65;     1.44;     2.17;
1960;12;     2.15;     2.14;     0.36;    -0.28;     0.82;     2.30;     2.04;     2.05;     2.03;     1.01;     2.33;     1.11;     1.22;     1.50;     0.90;     0.16;     1.15;
1961;12;    -1.70;    -1.71;     0.45;    -1.54;    -0.20;    -1.37;    -0.18;    -0.18;     1.07;     0.67;    -0.40;     1.23;    -1.83;    -1.04;    -1.24;    -1.49;    -0.62;
1962;12;    -3.25;    -3.26;    -3.86;    -5.45;    -3.53;    -2.32;    -2.20;    -2.19;    -1.52;    -2.35;    -1.47;    -1.81;    -4.13;    -3.07;    -3.58;    -4.22;    -3.34;
1963;12;    -3.04;    -3.05;    -3.59;    -4.67;    -3.43;    -2.02;    -2.04;    -2.03;    -1.83;    -2.93;    -1.22;    -2.66;    -3.82;    -3.03;    -3.54;    -4.17;    -3.13;
1964;12;     1.03;     1.03;    -0.34;    -1.41;     0.45;     1.17;     1.57;     1.57;     1.79;     0.68;     1.33;     0.75;     0.11;     1.11;     0.53;    -0.20;     0.42;
1965;12;     2.50;     2.49;     2.91;     2.02;     2.88;     1.77;     3.06;     3.06;     3.66;     3.35;     2.13;     3.50;     2.46;     2.83;     2.50;     2.08;     2.64;
1966;12;     2.23;     2.22;     1.67;     0.65;     2.13;     2.09;     2.84;     2.85;     3.12;     2.59;     2.49;     2.78;     1.50;     2.36;     1.84;     1.19;     1.97;
1967;12;     1.12;     1.11;    -1.07;    -1.50;     0.12;     1.36;     1.89;     1.90;     1.64;     0.45;     2.09;     0.36;    -0.05;     1.17;     0.42;    -0.53;     0.36;
1968;12;    -2.31;    -2.32;    -1.83;    -3.14;    -1.83;    -2.07;    -1.40;    -1.39;    -0.64;    -1.18;    -1.25;    -0.67;    -2.52;    -2.24;    -2.54;    -2.92;    -2.01;
1969;12;    -6.09;    -6.10;    -4.35;    -5.64;    -4.29;    -5.48;    -3.81;    -3.80;    -2.63;    -3.05;    -3.61;    -2.60;    -5.95;    -5.53;    -5.67;    -5.85;    -4.69;
1970;12;     1.56;     1.55;    -0.91;    -1.51;     0.19;     2.19;     1.68;     1.69;     1.37;     0.36;     2.49;     0.58;     0.20;     1.30;     0.61;    -0.25;     0.46;
1971;12;     4.49;     4.48;     1.97;     1.87;     3.32;     4.77;     4.89;     4.90;     4.76;     3.12;     5.37;     2.92;     3.38;     4.36;     3.74;     2.96;     3.56;
1972;12;     1.08;     1.08;    -0.77;    -1.38;     0.38;     1.96;     2.52;     2.53;     2.79;     0.84;     2.93;     1.04;     0.74;     1.34;     0.72;    -0.06;     0.79;
1973;12;     0.45;     0.44;    -0.73;    -1.65;    -0.12;     0.85;     1.58;     1.58;     1.72;     0.47;     1.59;     0.66;    -0.32;     0.74;     0.05;    -0.83;     0.15;
1974;12;     5.19;     5.18;     3.88;     3.12;     4.92;     5.17;     6.12;     6.13;     6.23;     5.21;     5.71;     5.28;     4.29;     5.55;     4.93;     4.16;     4.81;
1975;12;     2.47;     2.45;    -0.39;    -1.12;     0.84;     2.94;     3.08;     3.10;     2.15;     0.64;     3.73;     0.53;     1.04;     2.29;     1.51;     0.52;     1.23;
1976;12;    -0.41;    -0.41;    -1.84;    -2.92;    -1.09;    -0.28;     0.12;     0.13;     0.27;    -0.84;     0.08;    -0.57;    -1.15;    -0.33;    -0.88;    -1.57;    -1.04;
1977;12;     2.56;     2.54;     1.31;     0.23;     1.76;     3.01;     3.55;     3.56;     3.84;     2.31;     3.61;     2.52;     1.14;     2.69;     2.02;     1.18;     2.11;
1978;12;    -0.70;    -0.70;     1.11;     0.14;     0.70;    -0.77;     0.17;     0.17;     1.45;     1.35;    -0.05;     1.84;    -0.29;    -0.23;    -0.27;    -0.31;     0.28;
1979;12;     3.80;     3.79;     3.69;     3.14;     3.95;     3.28;     4.43;     4.42;     4.85;     4.18;     3.52;     4.21;     3.67;     4.17;     3.78;     3.28;     3.82;
1980;12;     1.42;     1.41;    -0.71;    -1.32;     0.38;     1.80;     2.20;     2.21;     2.26;     0.65;     2.30;     0.48;     0.39;     1.43;     0.68;    -0.25;     0.67;
1981;12;    -3.07;    -3.09;    -0.87;    -2.46;    -1.95;    -3.06;    -2.46;    -2.47;    -0.86;    -0.78;    -3.21;     0.14;    -3.00;    -2.86;    -3.00;    -3.18;    -2.21;
1982;12;     2.44;     2.43;     2.26;     1.44;     2.11;     2.22;     2.76;     2.76;     2.90;     2.41;     2.72;     2.61;     1.93;     2.63;     2.16;     1.57;     2.23;
1983;12;     0.53;     0.52;     0.17;    -1.05;     0.49;     0.57;     2.03;     2.02;     2.72;     1.35;     1.45;     1.72;     0.39;     1.00;     0.42;    -0.30;     0.67;
1984;12;     0.31;     0.30;     1.06;     0.02;     1.55;     0.66;     2.25;     2.24;     3.20;     1.84;     1.93;     1.98;     0.34;     1.09;     0.88;     0.61;     1.19;
1985;12;     3.87;     3.86;     3.07;     2.31;     3.51;     3.54;     4.79;     4.79;     5.03;     3.79;     4.07;     3.86;     3.73;     4.28;     3.72;     3.01;     3.65;
1986;12;     2.08;     2.07;     1.60;     0.41;     2.20;     2.34;     3.21;     3.21;     3.54;     2.70;     3.02;     2.90;     1.32;     2.44;     1.98;     1.39;     2.05;
1987;12;     2.20;     2.19;     1.88;     1.01;     1.97;     2.31;     3.16;     3.17;     3.42;     2.44;     2.73;     2.48;     1.48;     2.44;     1.89;     1.19;     2.14;
1988;12;     3.28;     3.27;     2.73;     1.76;     3.70;     3.55;     4.64;     4.65;     5.21;     4.44;     4.48;     4.44;     2.23;     3.54;     3.05;     2.44;     3.38;
1989;12;     2.34;     2.33;     2.02;     0.95;     2.75;     2.17;     3.24;     3.24;     4.15;     3.07;     2.72;     3.36;     2.31;     2.85;     2.51;     2.09;     2.42;
1990;12;     0.91;     0.91;    -0.23;    -1.17;     0.66;     1.52;     2.49;     2.50;     2.35;     1.02;     2.65;     1.26;     0.00;     1.24;     0.64;    -0.11;     0.77;
1991;12;     1.50;     1.49;    -0.64;    -1.71;     0.37;     1.98;     2.43;     2.44;     2.34;     0.77;     2.64;     1.07;     0.05;     1.54;     0.78;    -0.17;     0.68;
1992;12;     0.87;     0.87;     0.94;    -0.33;     1.34;     1.54;     2.44;     2.45;     2.76;     1.97;     2.76;     2.60;     0.37;     1.50;     1.02;     0.41;     1.25;
1993;12;     3.29;     3.28;     3.53;     2.44;     3.28;     2.84;     3.71;     3.71;     4.10;     3.81;     3.13;     4.16;     2.89;     3.41;     2.99;     2.46;     3.23;
1994;12;     3.58;     3.58;     3.54;     2.35;     3.76;     3.58;     4.39;     4.40;     4.76;     4.31;     4.09;     4.68;     3.06;     3.96;     3.55;     3.05;     3.61;
1995;12;    -3.10;    -3.11;    -0.47;    -1.61;    -1.32;    -3.38;    -2.20;    -2.20;    -0.90;    -0.39;    -2.36;     0.32;    -2.59;    -2.37;    -2.52;    -2.70;    -1.83;
1996;12;    -2.96;    -2.97;    -2.00;    -3.49;    -2.24;    -2.08;    -1.39;    -1.38;    -0.94;    -1.50;    -0.78;    -0.98;    -4.08;    -2.90;    -3.29;    -3.77;    -2.36;
1997;12;     1.92;     1.91;     2.07;     1.22;     2.32;     1.95;     3.04;     3.05;     3.66;     2.75;     2.87;     2.92;     1.53;     2.11;     1.77;     1.34;     2.20;
1998;12;     0.62;     0.61;     0.81;    -0.38;     1.16;     0.57;     2.06;     2.06;     2.89;     1.85;     1.39;     1.93;     0.29;     1.17;     0.77;     0.27;     0.99;
1999;12;     2.51;     2.50;     1.48;     0.52;     2.23;     2.55;     3.46;     3.46;     3.44;     2.44;     3.00;     2.35;     1.65;     2.89;     2.32;     1.59;     2.17;
2000;12;     2.86;     2.85;     3.50;     1.75;     3.01;     3.25;     3.89;     3.89;     4.49;     3.85;     3.95;     4.31;     2.49;     3.16;     2.75;     2.22;     3.12;
2001;12;    -0.24;    -0.25;    -0.70;    -1.97;     0.02;     0.32;     1.17;     1.16;     1.51;     0.53;     0.84;     0.60;    -1.49;     0.04;    -0.43;    -1.03;    -0.21;
