Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20240415
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1906;02;     1.14;     1.12;    -0.50;    -1.40;     0.45;     0.43;     1.51;     1.52;     1.44;     0.57;     1.06;     0.56;     0.44;     1.18;     0.66;     0.02;     0.34;
1907;02;    -1.41;    -1.42;    -2.22;    -2.71;    -1.43;    -1.80;    -0.63;    -0.63;    -0.34;    -1.15;    -0.92;    -0.90;    -1.67;    -1.06;    -1.40;    -1.82;    -1.54;
1908;02;     1.67;     1.66;     0.22;    -0.35;     1.12;     1.69;     2.55;     2.56;     2.37;     1.44;     2.48;     1.62;     0.65;     1.90;     1.32;     0.59;     1.21;
1909;02;    -2.75;    -2.76;    -2.77;    -3.83;    -2.28;    -2.66;    -1.39;    -1.39;    -0.83;    -1.31;    -1.40;    -0.89;    -3.46;    -2.31;    -2.83;    -3.49;    -2.46;
1910;02;     2.85;     2.85;     1.66;     0.82;     2.61;     2.68;     3.57;     3.57;     3.64;     2.60;     2.96;     2.82;     2.42;     3.19;     2.76;     2.22;     2.44;
1911;02;     1.45;     1.44;     0.55;    -0.35;     1.28;     1.50;     2.47;     2.48;     2.48;     1.64;     2.44;     2.06;     0.79;     1.95;     1.46;     0.86;     1.26;
1912;02;     1.05;     1.03;     3.18;     1.81;     2.87;    -0.22;     2.59;     2.58;     4.16;     3.52;     0.37;     4.20;     2.18;     2.24;     2.34;     2.47;     2.27;
1913;02;     1.43;     1.41;     0.65;    -0.33;     1.49;     1.30;     2.52;     2.53;     2.84;     1.81;     2.04;     2.22;     0.81;     1.74;     1.33;     0.81;     1.29;
1914;02;     3.48;     3.46;     2.26;     0.47;     2.77;     3.76;     4.87;     4.88;     5.10;     3.19;     4.47;     3.89;     2.62;     3.91;     3.33;     2.60;     3.05;
1915;02;     0.77;     0.76;     0.71;    -0.17;     1.43;     0.38;     1.60;     1.60;     2.44;     1.87;     1.26;     2.16;     0.56;     1.00;     0.82;     0.59;     0.95;
1916;02;     0.41;     0.40;     1.25;     0.21;     1.13;     0.10;     1.16;     1.16;     2.03;     1.76;     0.84;     2.13;     0.02;     0.65;     0.48;     0.26;     0.83;
1917;02;    -4.63;    -4.65;    -3.63;    -4.55;    -3.00;    -4.23;    -2.71;    -2.70;    -2.45;    -3.34;    -2.52;    -2.89;    -4.98;    -4.56;    -4.58;    -4.61;    -3.76;
1918;02;     1.56;     1.55;     1.30;     0.50;     2.01;     1.26;     2.64;     2.64;     3.30;     2.25;     1.72;     2.41;     1.10;     2.03;     1.69;     1.27;     1.68;
1919;02;    -0.21;    -0.22;    -0.80;    -1.82;    -0.08;    -0.64;     0.05;     0.05;     0.77;    -0.03;     0.05;     0.44;    -0.38;     0.24;    -0.11;    -0.55;    -0.45;
1920;02;     2.91;     2.90;     2.35;     1.53;     2.89;     2.95;     4.22;     4.23;     4.78;     3.05;     3.67;     3.53;     2.41;     3.39;     3.00;     2.51;     2.97;
1921;02;     1.31;     1.30;     0.64;     0.01;     1.48;     1.43;     2.17;     2.18;     2.37;     1.66;     2.26;     2.10;     0.74;     1.51;     1.19;     0.78;     1.25;
1922;02;    -2.04;    -2.05;    -0.53;    -2.09;    -1.17;    -1.97;    -0.74;    -0.74;     0.59;     0.19;    -1.71;     0.79;    -2.28;    -1.60;    -1.92;    -2.33;    -1.26;
1923;02;    -0.40;    -0.41;     2.57;     0.84;     1.76;    -0.93;     0.56;     0.56;     2.67;     3.11;    -0.13;     3.71;     0.05;     0.12;     0.20;     0.31;     0.98;
1924;02;    -3.12;    -3.13;    -2.56;    -3.59;    -2.38;    -3.16;    -1.82;    -1.82;    -1.18;    -1.48;    -1.77;    -0.97;    -3.65;    -2.79;    -3.22;    -3.76;    -2.63;
1925;02;     4.29;     4.28;     3.05;     2.44;     3.64;     3.76;     4.31;     4.31;     4.52;     3.97;     3.72;     4.44;     3.86;     4.25;     3.85;     3.35;     3.64;
1926;02;     3.19;     3.19;     5.32;     3.99;     5.41;     2.62;     4.37;     4.36;     6.19;     6.05;     2.98;     6.60;     3.85;     3.97;     3.98;     3.99;     4.39;
1927;02;     0.51;     0.51;     0.51;    -0.63;     1.37;     0.66;     1.94;     1.94;     2.43;     1.86;     1.42;     2.47;     0.00;     1.18;     0.90;     0.54;     0.86;
1928;02;     2.24;     2.23;     2.52;     1.46;     2.85;     2.15;     3.23;     3.24;     3.88;     3.54;     2.72;     4.01;     1.63;     2.52;     2.13;     1.65;     2.50;
1929;02;   -11.50;   -11.52;    -8.40;   -10.46;    -8.87;   -11.14;    -9.09;    -9.08;    -6.74;    -7.64;    -8.75;    -7.03;   -11.10;   -11.29;   -11.13;   -10.93;    -9.60;
1930;02;     0.05;     0.04;    -0.30;    -1.68;     0.22;     0.04;     0.45;     0.46;     1.08;     0.78;     0.41;     1.42;    -0.71;    -0.11;    -0.51;    -1.01;    -0.19;
1931;02;    -1.10;    -1.10;    -1.59;    -2.42;    -1.16;    -1.08;    -0.14;    -0.13;    -0.21;    -0.78;    -0.20;    -0.22;    -1.44;    -0.70;    -1.18;    -1.78;    -1.16;
1932;02;    -1.60;    -1.62;    -3.30;    -4.08;    -1.79;    -0.75;     0.07;     0.08;    -0.41;    -1.29;     0.68;    -0.62;    -3.24;    -1.41;    -2.07;    -2.89;    -1.89;
1933;02;    -0.23;    -0.24;     0.03;    -1.01;     0.31;    -0.32;     1.10;     1.11;     1.33;     0.94;     0.78;     1.52;    -0.56;     0.25;    -0.08;    -0.49;     0.12;
1934;02;     2.19;     2.17;    -0.32;    -0.95;     1.04;     2.28;     2.85;     2.87;     2.12;     0.94;     3.11;     1.34;     0.92;     2.15;     1.57;     0.84;     1.17;
1935;02;     2.14;     2.13;     1.44;     0.37;     1.78;     2.21;     2.99;     3.00;     3.04;     2.39;     2.97;     3.02;     1.28;     2.33;     1.85;     1.26;     1.89;
1936;02;    -0.35;    -0.35;     0.49;    -0.54;     0.66;    -0.73;     0.87;     0.86;     1.45;     0.89;    -0.04;     1.32;    -0.05;     0.26;     0.16;     0.04;     0.23;
1937;02;     1.77;     1.77;     2.77;     1.18;     2.57;     1.31;     2.83;     2.82;     3.80;     3.43;     1.75;     4.10;     1.65;     2.27;     2.00;     1.65;     2.23;
1938;02;     1.39;     1.38;     0.10;    -0.46;     0.79;     1.46;     2.17;     2.18;     2.10;     1.01;     2.22;     1.58;     0.41;     1.26;     0.63;    -0.16;     0.93;
1939;02;     2.68;     2.67;     0.79;    -0.66;     1.19;     2.55;     2.98;     2.99;     2.99;     1.49;     2.96;     1.95;     1.79;     2.64;     1.99;     1.19;     1.63;
1940;02;    -7.74;    -7.75;    -1.12;    -3.76;    -3.19;    -7.93;    -4.83;    -4.86;    -1.71;    -1.38;    -6.68;    -0.35;    -5.88;    -6.22;    -5.78;    -5.24;    -4.31;
1941;02;    -0.57;    -0.58;     0.56;    -0.61;     0.13;    -1.36;    -0.31;    -0.32;     1.11;     0.69;    -1.85;     1.28;    -0.39;    -0.22;    -0.37;    -0.57;    -0.22;
1942;02;    -5.39;    -5.40;    -5.04;    -5.85;    -5.24;    -5.84;    -5.25;    -5.25;    -4.71;    -4.97;    -5.54;    -4.39;    -5.89;    -4.97;    -5.44;    -6.03;    -5.39;
1943;02;     3.31;     3.30;     2.18;     1.51;     2.90;     3.38;     3.80;     3.81;     3.66;     3.15;     4.14;     3.51;     2.74;     3.40;     3.08;     2.67;     2.90;
1944;02;    -0.09;    -0.11;    -2.35;    -2.94;    -1.35;     0.10;     0.48;     0.50;    -0.16;    -1.26;     1.14;    -0.75;    -1.77;    -0.54;    -1.28;    -2.20;    -1.10;
1945;02;     3.81;     3.80;     3.79;     2.86;     4.07;     3.54;     4.81;     4.80;     5.37;     4.57;     3.50;     5.05;     3.77;     4.53;     4.20;     3.78;     3.98;
1946;02;     1.94;     1.93;     2.48;     1.85;     2.58;     1.79;     3.11;     3.11;     3.37;     3.20;     2.18;     3.71;     1.94;     2.49;     2.24;     1.93;     2.42;
1947;02;    -8.70;    -8.72;    -3.85;    -5.34;    -6.54;    -8.44;    -7.52;    -7.51;    -5.52;    -5.04;    -6.93;    -4.22;    -8.61;    -8.88;    -8.71;    -8.51;    -6.62;
1948;02;    -0.21;    -0.22;     0.66;    -0.10;     0.72;    -0.28;     1.34;     1.35;     1.87;     1.21;     0.85;     1.39;    -0.63;     0.11;    -0.23;    -0.67;     0.47;
1949;02;     2.14;     2.13;     0.63;    -0.29;     1.27;     2.37;     3.26;     3.27;     3.29;     1.72;     3.18;     2.26;     1.31;     2.41;     1.61;     0.61;     1.66;
1950;02;     2.59;     2.59;     2.95;     1.81;     3.21;     2.07;     3.96;     3.96;     4.80;     3.75;     2.62;     4.24;     2.35;     3.17;     2.72;     2.16;     2.95;
1951;02;     1.65;     1.64;     1.95;     1.09;     2.34;     0.92;     2.20;     2.20;     3.23;     2.83;     1.47;     2.83;     1.65;     1.86;     1.60;     1.28;     1.85;
1952;02;     0.74;     0.73;    -1.36;    -1.89;    -0.42;     0.87;     1.43;     1.44;     1.19;    -0.12;     1.52;    -0.14;    -0.49;     0.68;    -0.09;    -1.05;    -0.08;
1953;02;     0.27;     0.25;    -0.61;    -1.28;     0.12;    -0.24;     0.65;     0.65;     1.00;     0.39;     0.06;     0.63;    -0.39;     0.49;     0.06;    -0.48;    -0.10;
1954;02;    -5.75;    -5.76;    -2.36;    -4.13;    -2.43;    -5.50;    -3.04;    -3.05;    -0.88;    -1.59;    -3.74;    -1.21;    -5.13;    -4.57;    -4.47;    -4.34;    -3.53;
1955;02;    -2.75;    -2.77;    -0.72;    -2.15;    -1.91;    -2.37;    -1.75;    -1.74;    -0.90;    -1.00;    -2.06;    -0.64;    -2.90;    -2.71;    -2.91;    -3.15;    -1.92;
1956;02;    -9.89;    -9.92;   -10.19;   -11.28;    -9.43;    -8.35;    -8.09;    -8.07;    -8.08;    -9.12;    -6.86;    -8.72;   -11.49;   -10.30;   -10.57;   -10.90;    -9.62;
1957;02;     3.71;     3.70;     3.96;     2.95;     4.02;     3.31;     4.23;     4.23;     4.92;     4.54;     3.58;     4.85;     3.44;     4.09;     3.71;     3.23;     3.80;
1958;02;     1.63;     1.62;     2.34;     1.02;     2.43;     0.44;     2.12;     2.12;     3.28;     3.00;     0.84;     3.33;     1.68;     2.25;     1.92;     1.51;     1.86;
1959;02;    -0.27;    -0.28;     0.31;    -1.45;     0.23;    -0.16;     0.50;     0.50;     1.28;     0.88;     0.23;     1.90;    -0.80;     0.03;    -0.10;    -0.27;    -0.06;
1960;02;    -0.80;    -0.90;     1.20;    -0.70;     1.10;    -1.20;     1.20;     1.20;     2.40;     2.00;     0.10;     2.60;    -0.80;     0.10;    -0.10;    -0.30;     0.40;
1961;02;     4.38;     4.37;     4.49;     3.02;     4.50;     3.89;     5.27;     5.27;     6.00;     5.07;     4.34;     5.36;     3.91;     5.00;     4.50;     3.88;     4.41;
1962;02;     0.66;     0.65;    -0.29;    -1.16;     0.36;     0.82;     1.52;     1.53;     1.57;     0.81;     1.57;     0.78;    -0.70;     0.78;     0.09;    -0.79;     0.32;
1963;02;    -5.94;    -5.97;    -5.55;    -7.07;    -5.47;    -5.86;    -5.21;    -5.20;    -3.91;    -4.84;    -4.85;    -4.16;    -6.29;    -6.10;    -6.32;    -6.60;    -5.74;
1964;02;    -0.42;    -0.43;     1.25;    -0.46;     1.08;    -0.24;     1.20;     1.20;     2.71;     2.15;     0.81;     2.66;    -1.05;    -0.12;    -0.34;    -0.63;     0.55;
1965;02;    -1.43;    -1.44;    -3.22;    -4.19;    -1.47;    -1.05;     0.23;     0.24;     0.05;    -1.19;     0.31;    -1.21;    -2.62;    -0.99;    -1.71;    -2.62;    -1.77;
1966;02;     1.00;     0.99;     5.63;     4.79;     5.05;     0.17;     2.00;     1.99;     5.34;     6.03;     0.62;     6.33;     3.04;     2.05;     2.62;     3.34;     3.52;
1967;02;     2.91;     2.90;     2.37;     1.34;     2.99;     2.73;     3.88;     3.88;     4.29;     3.23;     3.32;     3.36;     2.01;     3.18;     2.66;     2.00;     2.77;
1968;02;     0.46;     0.45;     1.29;     0.38;     0.86;     0.22;     0.79;     0.79;     1.32;     1.35;     0.49;     1.96;     0.14;     0.47;     0.15;    -0.25;     0.68;
1969;02;    -2.78;    -2.79;    -1.86;    -2.65;    -2.12;    -2.58;    -1.52;    -1.52;    -0.83;    -1.71;    -1.71;    -1.21;    -2.77;    -2.38;    -2.72;    -3.13;    -2.13;
1970;02;    -2.23;    -2.24;    -0.05;    -1.35;    -0.80;    -2.67;    -0.85;    -0.85;     0.12;     0.00;    -1.85;     0.74;    -1.97;    -1.60;    -1.74;    -1.91;    -1.14;
1971;02;     1.94;     1.93;     0.27;    -0.58;     1.62;     2.03;     2.76;     2.77;     2.85;     1.72;     2.69;     2.20;     0.81;     1.94;     1.34;     0.59;     1.36;
1972;02;     1.39;     1.37;     2.20;     1.17;     2.52;     0.62;     2.40;     2.39;     3.76;     2.99;     1.04;     3.64;     1.59;     2.03;     1.78;     1.46;     1.95;
1973;02;     2.23;     2.22;    -0.23;    -0.86;     0.71;     2.36;     2.33;     2.34;     1.99;     0.90;     2.61;     1.13;     0.88;     1.94;     1.13;     0.12;     1.03;
1974;02;     3.39;     3.38;     2.73;     2.12;     3.24;     3.20;     4.01;     4.01;     4.09;     3.45;     3.79;     3.91;     2.63;     3.61;     3.09;     2.43;     3.16;
1975;02;     0.82;     0.81;     1.48;     0.39;     1.56;     1.01;     2.13;     2.13;     2.98;     2.19;     1.49;     2.85;     0.64;     1.23;     0.90;     0.50;     1.36;
1976;02;    -0.40;    -0.42;     0.77;    -0.37;     0.60;    -0.77;     1.18;     1.17;     2.42;     1.45;     0.51;     1.81;    -0.12;     0.41;     0.11;    -0.28;     0.47;
1977;02;     2.37;     2.36;     3.78;     2.51;     3.43;     1.51;     3.59;     3.58;     4.42;     3.85;     2.02;     4.19;     2.37;     3.17;     2.85;     2.45;     3.04;
1978;02;    -1.33;    -1.35;    -1.21;    -2.62;    -1.15;    -1.74;    -0.79;    -0.79;     0.02;    -0.47;    -1.36;    -0.08;    -1.74;    -1.21;    -1.64;    -2.17;    -1.38;
1979;02;    -3.35;    -3.36;     0.49;    -0.64;    -1.52;    -3.84;    -2.82;    -2.81;    -1.23;    -0.37;    -3.18;     0.56;    -2.43;    -3.22;    -3.02;    -2.78;    -1.79;
1980;02;     0.88;     0.87;     2.71;     1.81;     2.87;     0.01;     2.40;     2.39;     4.10;     3.52;     0.84;     4.11;     1.76;     1.90;     1.88;     1.87;     2.14;
1981;02;     0.51;     0.50;    -1.27;    -1.89;    -0.94;     0.65;     0.59;     0.61;     0.46;    -0.39;     1.00;     0.09;    -0.58;     0.27;    -0.51;    -1.49;    -0.41;
1982;02;    -0.44;    -0.45;    -0.28;    -1.65;    -0.11;    -0.54;     1.07;     1.07;     2.07;     0.64;     0.34;     1.41;    -0.74;     0.07;    -0.39;    -0.97;    -0.11;
1983;02;    -1.42;    -1.44;    -1.93;    -3.19;    -1.71;    -1.18;    -0.60;    -0.58;    -0.56;    -0.94;    -0.37;    -0.33;    -2.57;    -1.55;    -2.09;    -2.77;    -1.68;
1984;02;    -0.02;    -0.03;    -0.86;    -2.04;     0.22;    -0.17;     0.66;     0.66;     1.32;     0.66;     0.43;     0.94;    -0.99;     0.07;    -0.45;    -1.09;    -0.31;
1985;02;    -3.45;    -3.47;    -1.96;    -4.18;    -3.25;    -3.88;    -2.16;    -2.16;    -1.71;    -2.20;    -3.01;    -1.29;    -4.36;    -3.01;    -3.58;    -4.29;    -3.07;
1986;02;    -7.40;    -7.43;    -6.22;    -6.95;    -6.19;    -6.05;    -5.88;    -5.86;    -5.20;    -5.25;    -4.81;    -4.46;    -8.06;    -7.74;    -7.71;    -7.67;    -6.43;
1987;02;    -0.98;    -1.00;     0.28;    -1.09;    -0.32;    -0.90;     0.45;     0.46;     1.24;     0.37;    -0.02;     0.92;    -1.20;    -0.88;    -1.08;    -1.35;    -0.32;
1988;02;     2.67;     2.66;     1.29;     0.66;     1.95;     2.61;     3.21;     3.21;     3.18;     2.09;     3.01;     2.36;     1.58;     2.62;     2.02;     1.28;     2.07;
1989;02;     4.07;     4.07;     2.71;     2.05;     2.72;     4.30;     4.44;     4.45;     4.24;     2.84;     4.49;     2.77;     3.29;     3.85;     3.22;     2.43;     3.35;
1990;02;     6.29;     6.28;     5.47;     4.15;     5.48;     6.04;     6.67;     6.68;     6.87;     5.92;     6.27;     6.33;     5.85;     6.52;     5.86;     5.02;     5.74;
1991;02;    -2.65;    -2.66;    -2.22;    -3.66;    -2.61;    -2.01;    -1.79;    -1.78;    -1.24;    -1.81;    -1.36;    -1.16;    -2.95;    -2.57;    -2.94;    -3.40;    -2.44;
1992;02;     3.55;     3.54;     1.69;     1.09;     2.57;     3.44;     4.16;     4.17;     4.17;     2.91;     4.11;     3.06;     2.75;     3.63;     3.02;     2.26;     2.84;
1993;02;     0.09;     0.08;    -1.15;    -2.49;    -1.28;     0.63;     0.50;     0.52;     0.42;    -0.74;     1.18;    -0.45;    -1.03;    -0.29;    -1.03;    -1.96;    -0.68;
1994;02;    -1.01;    -1.03;     1.12;    -0.05;     0.13;    -1.45;    -0.58;    -0.58;     0.94;     1.01;    -1.10;     1.59;    -1.00;    -0.86;    -0.98;    -1.12;    -0.19;
1995;02;     4.72;     4.71;     4.69;     3.69;     4.52;     4.29;     5.15;     5.15;     5.59;     4.92;     4.55;     5.27;     4.27;     4.92;     4.49;     3.94;     4.57;
1996;02;    -3.13;    -3.15;    -1.38;    -2.69;    -1.39;    -3.65;    -1.99;    -1.99;    -0.54;    -0.65;    -2.80;    -0.06;    -3.15;    -2.64;    -2.70;    -2.76;    -2.18;
1997;02;     4.23;     4.22;     3.83;     2.79;     4.26;     3.82;     5.12;     5.13;     5.54;     4.46;     4.29;     4.53;     3.64;     4.61;     4.12;     3.51;     4.10;
1998;02;     5.44;     5.42;     3.04;     2.37;     3.84;     5.31;     5.79;     5.79;     5.69;     3.89;     5.44;     3.75;     4.41;     5.51;     4.73;     3.75;     4.33;
1999;02;     1.05;     1.03;    -0.69;    -1.48;     0.51;     0.85;     1.80;     1.81;     1.87;     0.91;     1.32;     1.28;    -0.23;     1.08;     0.45;    -0.36;     0.39;
2000;02;     4.11;     4.11;     3.65;     2.80;     3.70;     3.96;     4.70;     4.70;     4.81;     4.12;     4.36;     4.13;     3.47;     4.35;     3.84;     3.22;     3.87;
2001;02;     1.56;     1.56;     2.61;     1.59;     2.84;     1.22;     2.69;     2.69;     3.81;     3.47;     1.59;     3.72;     1.56;     2.14;     1.99;     1.80;     2.26;
2002;02;     5.07;     5.06;     4.86;     4.15;     5.15;     4.73;     5.70;     5.70;     6.19;     5.57;     5.14;     5.64;     4.73;     5.38;     4.94;     4.37;     5.05;
2003;02;    -2.12;    -2.14;    -2.16;    -3.57;    -1.43;    -2.18;    -0.81;    -0.81;     0.43;    -0.42;    -1.07;     0.13;    -2.86;    -2.01;    -2.37;    -2.82;    -1.86;
2004;02;     2.58;     2.57;     1.72;     1.25;     2.65;     2.24;     3.47;     3.47;     3.58;     2.81;     2.83;     3.01;     2.00;     2.99;     2.54;     1.98;     2.42;
2005;02;    -0.60;    -0.61;    -1.86;    -2.97;    -0.96;    -0.14;     0.51;     0.51;     0.50;    -0.53;     0.47;    -0.18;    -2.08;    -0.58;    -1.24;    -2.09;    -1.03;
2006;02;    -0.39;    -0.40;    -0.71;    -1.79;    -0.26;    -0.01;     0.85;     0.86;     0.92;     0.37;     1.03;     0.76;    -1.48;    -0.28;    -0.79;    -1.42;    -0.36;
2007;02;     3.23;     3.22;     4.20;     3.54;     4.27;     2.57;     4.29;     4.29;     5.21;     4.77;     3.53;     5.19;     3.64;     4.06;     3.86;     3.60;     3.94;
2008;02;     4.51;     4.49;     3.18;     2.52;     3.22;     4.39;     4.42;     4.43;     4.32;     3.78;     4.53;     4.23;     3.90;     4.34;     3.80;     3.12;     3.72;
2009;02;     0.51;     0.50;    -0.21;    -1.02;     0.70;     0.33;     1.78;     1.78;     2.09;     1.33;     1.25;     1.55;    -0.02;     0.93;     0.49;    -0.07;     0.51;
2010;02;    -0.61;    -0.63;     0.13;    -1.12;    -0.23;    -1.03;    -0.48;    -0.48;     0.65;     0.65;    -1.05;     1.25;    -0.98;    -0.78;    -1.00;    -1.27;    -0.50;
2011;02;    -0.39;    -0.40;     1.82;     0.01;     1.38;    -0.10;     1.77;     1.76;     3.09;     2.46;     0.81;     2.70;    -0.89;     0.43;     0.18;    -0.13;     0.93;
2012;02;    -2.28;    -2.30;    -3.72;    -4.52;    -2.35;    -1.31;    -0.62;    -0.61;    -0.79;    -1.88;    -0.48;    -1.78;    -4.02;    -2.31;    -2.96;    -3.77;    -2.50;
2013;02;    -0.11;    -0.12;    -1.57;    -1.92;    -0.74;    -0.06;     0.30;     0.30;     0.22;    -0.50;     0.18;    -0.36;    -1.28;    -0.43;    -0.91;    -1.53;    -0.72;
2014;02;     4.64;     4.62;     3.79;     2.98;     4.31;     4.43;     5.40;     5.40;     5.62;     4.54;     4.88;     4.69;     3.97;     4.92;     4.46;     3.86;     4.34;
2015;02;     1.42;     1.41;    -0.66;    -1.25;     0.81;     1.51;     2.15;     2.16;     2.05;     1.02;     2.09;     1.10;     0.70;     1.39;     0.86;     0.16;     0.72;
2016;02;     3.66;     3.65;     3.41;     3.05;     3.13;     3.28;     3.51;     3.51;     3.64;     3.52;     3.28;     3.80;     3.08;     3.55;     3.14;     2.60;     3.33;
2017;02;     1.96;     1.95;     3.41;     2.40;     3.39;     1.72;     3.18;     3.18;     4.49;     4.08;     2.48;     4.35;     2.23;     2.62;     2.49;     2.33;     2.90;
2018;02;    -1.64;    -1.66;    -2.09;    -2.96;    -1.99;    -1.47;    -1.02;    -1.02;    -0.91;    -1.40;    -0.69;    -0.90;    -2.75;    -1.67;    -2.27;    -3.05;    -1.87;
