Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20240415
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1897;01;    -3.43;    -3.44;    -2.25;    -3.27;    -2.69;    -3.25;    -2.93;    -2.93;    -1.76;    -2.06;    -2.86;    -1.74;    -2.95;    -3.23;    -3.40;    -3.61;    -2.85;
1898;01;     2.62;     2.61;     1.66;     0.31;     1.77;     3.05;     3.95;     3.96;     3.80;     1.77;     3.94;     2.10;     2.08;     2.93;     2.38;     1.68;     2.29;
1899;01;     2.29;     2.28;     2.25;     0.64;     2.22;     2.16;     2.91;     2.92;     3.32;     2.68;     2.88;     3.06;     1.87;     2.43;     1.95;     1.34;     2.13;
1900;01;     0.26;     0.26;     1.15;    -0.55;     1.27;    -0.32;     1.41;     1.41;     2.18;     1.85;     0.52;     2.19;     0.40;     0.90;     0.67;     0.38;     0.71;
1901;01;    -4.02;    -4.03;    -2.67;    -4.96;    -4.06;    -3.91;    -3.32;    -3.31;    -1.73;    -2.43;    -2.94;    -1.86;    -4.41;    -4.34;    -5.10;    -6.06;    -3.73;
1902;01;     3.62;     3.61;     1.81;     1.31;     2.75;     3.28;     3.77;     3.78;     3.59;     2.75;     3.53;     2.64;     2.84;     3.56;     3.04;     2.38;     2.76;
1903;01;     0.43;     0.42;    -0.03;    -1.47;     0.53;     0.10;     1.56;     1.56;     2.11;     0.91;     0.76;     1.23;     0.24;     0.78;     0.36;    -0.17;     0.34;
1904;01;    -0.89;    -0.90;    -1.92;    -2.70;    -1.76;    -0.87;    -0.09;    -0.08;    -0.30;    -1.28;     0.33;    -0.87;    -1.51;    -0.89;    -1.50;    -2.27;    -1.30;
1905;01;    -1.21;    -1.22;    -2.79;    -3.85;    -1.87;    -0.84;    -0.26;    -0.25;    -0.06;    -1.60;    -0.16;    -1.57;    -2.33;    -1.23;    -1.90;    -2.75;    -1.77;
1906;01;     1.23;     1.22;     0.54;    -0.50;     1.15;     1.13;     2.19;     2.19;     2.46;     1.55;     1.49;     1.78;     0.52;     1.59;     1.05;     0.36;     1.03;
1907;01;    -0.42;    -0.42;    -0.91;    -1.50;    -0.10;    -0.48;     0.77;     0.77;     0.94;     0.12;     0.47;     0.24;    -1.02;     0.16;    -0.29;    -0.86;    -0.32;
1908;01;    -0.99;    -0.99;    -3.55;    -4.39;    -2.99;    -0.20;    -0.69;    -0.67;    -1.24;    -3.08;     0.17;    -2.84;    -1.93;    -1.22;    -1.98;    -2.93;    -2.20;
1909;01;    -1.31;    -1.32;    -2.66;    -3.20;    -1.79;    -0.93;    -0.46;    -0.45;    -0.13;    -1.44;    -0.15;    -1.07;    -2.09;    -1.25;    -1.75;    -2.39;    -1.64;
1910;01;     1.88;     1.87;     0.70;    -0.14;     1.31;     1.72;     2.53;     2.53;     2.61;     1.62;     1.95;     1.78;     1.21;     2.15;     1.60;     0.90;     1.40;
1911;01;     0.24;     0.22;    -2.94;    -3.78;    -1.45;     0.81;     0.89;     0.91;     0.24;    -1.21;     1.56;    -1.01;    -1.36;     0.15;    -0.74;    -1.86;    -1.07;
1912;01;    -3.38;    -3.40;     0.18;    -1.90;    -0.38;    -3.43;    -1.63;    -1.63;     0.82;     0.61;    -2.15;     1.07;    -2.93;    -2.57;    -2.41;    -2.20;    -1.49;
1913;01;    -0.61;    -0.62;     0.40;    -1.62;    -0.01;    -0.63;     0.54;     0.54;     1.62;     0.89;     0.06;     1.62;    -1.16;    -0.20;    -0.57;    -1.02;    -0.20;
1914;01;    -2.37;    -2.38;    -4.32;    -5.22;    -3.66;    -0.87;    -1.05;    -1.02;    -1.71;    -3.27;     0.07;    -3.23;    -3.85;    -2.54;    -3.35;    -4.37;    -2.99;
1915;01;     0.28;     0.27;    -0.22;    -1.10;     0.37;     0.09;     1.09;     1.09;     1.70;     1.26;     0.71;     1.37;    -0.24;     0.25;    -0.17;    -0.71;     0.20;
1916;01;     3.72;     3.71;     3.68;     2.83;     3.89;     3.45;     4.45;     4.45;     4.79;     4.56;     4.08;     4.81;     3.23;     4.01;     3.59;     3.05;     3.76;
1917;01;    -2.74;    -2.75;    -2.77;    -3.49;    -2.29;    -2.06;    -1.74;    -1.72;    -1.96;    -1.89;    -1.13;    -1.76;    -3.80;    -2.88;    -3.22;    -3.64;    -2.59;
1918;01;     0.65;     0.64;     0.23;    -0.68;     0.78;     0.03;     1.70;     1.70;     2.36;     1.11;     0.77;     1.25;     0.85;     1.22;     0.95;     0.60;     0.69;
1919;01;     0.71;     0.70;     0.38;     0.17;     0.57;     0.55;     1.09;     1.10;     1.49;     1.26;     1.24;     1.43;     0.33;     0.66;     0.25;    -0.26;     0.67;
1920;01;     1.84;     1.83;     2.52;     1.84;     2.23;     1.29;     3.05;     3.05;     3.35;     2.82;     2.06;     2.95;     1.66;     2.51;     2.14;     1.68;     2.30;
1921;01;     4.42;     4.41;     3.86;     3.20;     4.19;     3.97;     5.01;     5.01;     5.24;     4.76;     4.34;     4.81;     3.78;     4.68;     4.23;     3.66;     4.20;
1922;01;    -3.76;    -3.76;    -1.73;    -3.41;    -2.35;    -3.97;    -2.18;    -2.18;    -0.88;    -1.11;    -2.59;    -0.97;    -3.52;    -3.25;    -3.61;    -4.06;    -2.68;
1923;01;     2.07;     2.06;     0.27;    -0.48;     1.50;     2.20;     3.04;     3.04;     2.94;     1.98;     3.01;     1.88;     0.97;     2.32;     1.73;     0.99;     1.51;
1924;01;    -3.33;    -3.35;    -2.78;    -4.58;    -3.24;    -2.98;    -1.74;    -1.73;    -0.88;    -2.02;    -1.73;    -1.75;    -3.43;    -2.91;    -3.25;    -3.67;    -2.89;
1925;01;     3.02;     3.01;     1.90;     0.59;     2.31;     3.05;     3.75;     3.76;     3.62;     2.59;     3.64;     2.45;     2.46;     3.31;     2.75;     2.03;     2.49;
1926;01;    -0.37;    -0.38;     0.05;    -1.10;     0.26;    -0.20;     0.57;     0.57;     1.51;     1.02;     0.48;     1.18;    -0.82;    -0.14;    -0.42;    -0.78;    -0.02;
1927;01;     2.19;     2.19;     0.90;     0.18;     1.79;     2.14;     2.99;     2.99;     2.89;     2.08;     2.99;     2.03;     1.56;     2.39;     1.89;     1.27;     1.77;
1928;01;     1.29;     1.28;     1.88;     0.75;     1.86;     0.83;     2.09;     2.08;     2.91;     2.50;     1.24;     2.57;     1.02;     1.59;     1.31;     0.95;     1.57;
1929;01;    -4.79;    -4.81;    -5.07;    -6.48;    -4.53;    -4.24;    -3.47;    -3.46;    -2.79;    -3.85;    -2.82;    -3.87;    -5.50;    -4.96;    -5.42;    -6.00;    -4.69;
1930;01;     2.01;     2.00;     1.90;     0.34;     2.41;     2.36;     3.74;     3.74;     4.37;     2.87;     3.40;     2.87;     1.36;     2.72;     2.25;     1.66;     2.28;
1931;01;     0.11;     0.10;    -0.24;    -1.24;     0.35;     0.45;     1.17;     1.17;     1.63;     1.05;     1.04;     1.11;    -0.59;     0.45;    -0.04;    -0.66;     0.18;
1932;01;     1.73;     1.73;     0.96;    -0.12;     2.00;     2.00;     3.37;     3.37;     3.50;     2.37;     3.30;     2.55;     1.29;     2.39;     1.95;     1.40;     1.82;
1933;01;    -3.30;    -3.31;    -2.76;    -4.40;    -2.29;    -2.27;    -1.32;    -1.32;    -0.58;    -1.60;    -0.88;    -1.25;    -3.86;    -2.64;    -3.03;    -3.52;    -2.60;
1934;01;     0.88;     0.87;    -0.22;    -1.20;     0.28;     0.93;     1.60;     1.61;     1.65;     0.76;     1.78;     0.96;     0.11;     1.01;     0.43;    -0.29;     0.45;
1935;01;    -0.63;    -0.64;    -1.94;    -2.93;    -0.40;    -0.19;     0.84;     0.84;     1.06;     0.10;     0.80;     0.15;    -1.47;    -0.16;    -0.69;    -1.34;    -0.76;
1936;01;     3.18;     3.17;     2.98;     1.44;     3.30;     2.82;     4.00;     3.99;     4.41;     3.87;     3.33;     4.19;     2.81;     3.61;     3.13;     2.53;     3.05;
1937;01;    -3.09;    -3.10;     0.76;    -1.64;     0.03;    -2.73;    -0.36;    -0.38;     1.95;     1.29;    -1.28;     1.83;    -2.54;    -1.91;    -1.76;    -1.58;    -0.84;
1938;01;     1.59;     1.58;     0.97;     0.10;     1.89;     1.83;     3.02;     3.03;     3.19;     2.24;     2.82;     2.38;     0.95;     2.19;     1.73;     1.16;     1.69;
1939;01;     2.74;     2.73;     2.35;     0.84;     3.03;     2.45;     3.41;     3.41;     3.98;     3.47;     2.57;     3.68;     2.28;     3.12;     2.77;     2.32;     2.55;
1940;01;   -10.16;   -10.18;    -7.79;    -9.69;    -9.58;    -8.88;    -8.48;    -8.47;    -7.43;    -7.85;    -7.46;    -7.27;   -10.26;   -10.23;   -10.56;   -10.97;    -9.00;
1941;01;    -6.78;    -6.78;    -4.83;    -5.83;    -4.81;    -6.61;    -5.15;    -5.16;    -3.41;    -3.92;    -5.23;    -3.53;    -6.16;    -6.08;    -6.07;    -6.05;    -5.37;
1942;01;    -7.82;    -7.84;    -7.42;    -9.56;    -7.91;    -7.46;    -7.00;    -7.00;    -6.17;    -6.56;    -6.95;    -6.05;    -9.15;    -8.08;    -8.68;    -9.43;    -7.87;
1943;01;    -1.25;    -1.27;    -0.31;    -2.07;    -0.27;    -0.90;     0.84;     0.83;     1.85;     0.74;    -0.28;     1.47;    -1.13;    -0.15;    -0.48;    -0.90;    -0.40;
1944;01;     3.76;     3.76;     2.18;     1.55;     3.05;     3.63;     4.34;     4.34;     4.45;     3.18;     4.01;     3.21;     2.71;     3.87;     3.27;     2.51;     3.13;
1945;01;    -2.86;    -2.86;    -5.44;    -6.28;    -4.60;    -2.44;    -2.38;    -2.38;    -2.88;    -4.52;    -1.41;    -4.38;    -4.24;    -3.25;    -3.92;    -4.76;    -4.03;
1946;01;    -1.06;    -1.06;    -2.45;    -3.52;    -1.96;    -0.95;    -0.63;    -0.63;    -0.42;    -1.71;    -0.45;    -1.61;    -2.34;    -1.23;    -1.84;    -2.62;    -1.77;
1947;01;    -5.77;    -5.78;    -4.33;    -5.80;    -4.17;    -5.53;    -3.97;    -3.98;    -2.38;    -3.38;    -4.16;    -3.10;    -5.93;    -5.22;    -5.39;    -5.60;    -4.70;
1948;01;     2.46;     2.45;     3.40;     2.52;     3.60;     1.90;     3.41;     3.40;     4.52;     4.11;     2.17;     4.27;     2.96;     3.27;     3.07;     2.81;     3.10;
1949;01;     1.40;     1.39;     0.22;    -0.52;     1.28;     1.68;     2.73;     2.74;     2.91;     1.49;     2.55;     1.76;     0.56;     1.92;     1.33;     0.59;     1.24;
1950;01;    -1.90;    -1.90;    -1.13;    -2.13;    -0.84;    -1.34;     0.24;     0.25;     0.67;    -0.42;     0.26;    -0.20;    -2.33;    -1.02;    -1.38;    -1.84;    -1.01;
1951;01;     0.72;     0.71;     1.66;     0.17;     2.26;     0.41;     2.21;     2.20;     3.27;     2.82;     1.31;     2.97;     1.06;     1.53;     1.40;     1.23;     1.47;
1952;01;     0.89;     0.89;    -0.63;    -1.41;     0.05;     1.05;     1.29;     1.30;     1.32;     0.46;     1.28;     0.29;    -0.11;     0.76;     0.19;    -0.54;     0.20;
1953;01;     0.14;     0.12;    -2.28;    -2.74;    -1.02;     0.52;     0.80;     0.81;     0.30;    -0.87;     1.01;    -0.91;    -1.33;     0.17;    -0.61;    -1.58;    -0.79;
1954;01;    -3.83;    -3.84;    -3.41;    -4.76;    -3.23;    -2.44;    -1.83;    -1.81;    -1.79;    -2.56;    -0.72;    -2.53;    -5.11;    -3.49;    -3.94;    -4.50;    -3.24;
1955;01;    -2.03;    -2.04;    -1.03;    -2.72;    -2.08;    -1.65;    -1.09;    -1.08;    -0.34;    -1.19;    -1.06;    -0.72;    -2.56;    -1.80;    -2.17;    -2.64;    -1.70;
1956;01;     0.06;     0.05;     0.91;    -0.62;     0.16;     0.15;     0.83;     0.84;     1.18;     0.73;     0.76;     0.96;    -0.74;     0.08;    -0.35;    -0.88;     0.23;
1957;01;     0.95;     0.94;    -1.40;    -2.19;     0.09;     1.61;     2.30;     2.31;     2.10;     0.27;     2.36;     0.30;    -0.27;     1.17;     0.47;    -0.41;     0.28;
1958;01;    -0.45;    -0.46;    -0.57;    -2.00;    -0.17;    -0.34;     0.54;     0.54;     1.31;     0.34;    -0.05;     0.64;    -0.83;    -0.06;    -0.45;    -0.94;    -0.39;
1959;01;     0.26;     0.26;    -0.57;    -1.45;    -0.09;     0.25;     0.69;     0.69;     1.02;     0.47;     0.40;     0.85;    -0.15;     0.53;     0.06;    -0.53;    -0.07;
1960;01;     0.01;     0.01;    -0.52;    -1.95;    -0.08;     0.27;     1.31;     1.31;     1.43;     0.61;     1.08;     0.89;    -0.95;     0.40;    -0.21;    -0.97;    -0.09;
1961;01;    -1.33;    -1.33;    -0.34;    -2.15;    -0.72;    -0.94;     0.20;     0.20;     0.86;     0.26;    -0.07;     0.69;    -1.66;    -0.82;    -1.27;    -1.83;    -0.77;
1962;01;     2.15;     2.14;     1.11;    -0.23;     1.82;     2.22;     2.80;     2.81;     2.90;     2.25;     2.69;     2.42;     1.21;     2.45;     1.83;     1.06;     1.67;
1963;01;    -8.30;    -8.31;    -6.87;    -8.09;    -7.41;    -6.79;    -6.89;    -6.86;    -6.54;    -6.39;    -5.56;    -5.63;    -8.76;    -8.24;    -8.36;    -8.52;    -7.39;
1964;01;    -2.44;    -2.44;    -3.33;    -5.19;    -2.78;    -1.22;    -1.01;    -1.00;    -0.44;    -1.94;    -0.03;    -1.73;    -3.04;    -2.40;    -2.81;    -3.32;    -2.56;
1965;01;     1.42;     1.41;     0.84;     0.00;     1.23;     1.38;     2.16;     2.16;     2.19;     1.56;     2.10;     1.71;     0.82;     1.70;     1.17;     0.51;     1.22;
1966;01;    -3.12;    -3.12;    -2.86;    -4.15;    -2.44;    -2.20;    -1.47;    -1.47;    -0.90;    -1.82;    -1.35;    -1.33;    -4.17;    -2.81;    -3.21;    -3.72;    -2.66;
1967;01;     0.34;     0.33;     0.00;    -1.11;     1.27;     0.44;     2.39;     2.38;     2.71;     1.44;     1.51;     1.64;    -0.30;     1.33;     0.83;     0.20;     0.72;
1968;01;    -1.08;    -1.09;    -1.27;    -2.63;    -1.01;    -0.83;    -0.16;    -0.15;     0.56;    -0.03;    -0.30;     0.31;    -1.94;    -0.87;    -1.44;    -2.16;    -1.08;
1969;01;    -1.22;    -1.23;     0.31;    -1.14;     1.20;    -1.43;     2.23;     2.22;     3.25;     1.96;     0.92;     2.45;    -0.82;     0.67;     0.32;    -0.11;     0.45;
1970;01;    -4.74;    -4.74;    -1.08;    -2.81;    -1.97;    -4.37;    -2.49;    -2.50;    -0.28;    -0.71;    -3.03;    -0.05;    -3.80;    -3.68;    -3.52;    -3.31;    -2.56;
1971;01;    -1.50;    -1.51;    -1.78;    -3.08;    -1.18;    -0.86;     0.50;     0.50;     1.43;    -0.49;     0.19;    -0.26;    -1.38;    -1.07;    -1.37;    -1.76;    -1.07;
1972;01;    -3.72;    -3.73;    -1.34;    -2.69;    -1.85;    -3.68;    -2.11;    -2.12;    -0.43;    -0.95;    -2.63;    -0.35;    -3.56;    -3.06;    -3.20;    -3.37;    -2.34;
1973;01;    -0.11;    -0.12;    -1.10;    -1.75;     0.09;     0.30;     1.70;     1.70;     1.75;     0.27;     1.78;     0.40;    -0.40;     0.53;     0.07;    -0.51;     0.04;
1974;01;     3.16;     3.15;     3.08;     1.92;     3.55;     2.92;     4.40;     4.40;     4.72;     3.89;     3.79;     4.33;     2.74;     3.90;     3.38;     2.72;     3.31;
1975;01;     4.97;     4.97;     3.52;     2.57;     4.48;     5.13;     6.03;     6.04;     5.95;     4.63;     5.68;     4.75;     3.98;     5.38;     4.67;     3.79;     4.50;
1976;01;     0.59;     0.58;     1.00;     0.45;     1.70;     0.18;     1.95;     1.95;     2.72;     2.36;     1.22;     2.36;     0.06;     1.15;     0.81;     0.39;     1.16;
1977;01;     0.29;     0.28;     0.50;    -0.82;     0.87;    -0.34;     1.16;     1.15;     1.91;     1.31;     0.23;     1.55;    -0.01;     0.62;     0.26;    -0.18;     0.40;
1978;01;     1.19;     1.17;     0.11;    -0.70;     0.81;     1.04;     1.71;     1.72;     1.98;     1.15;     1.40;     1.15;     0.37;     1.37;     0.79;     0.06;     0.75;
1979;01;    -4.32;    -4.33;    -4.23;    -5.36;    -4.92;    -4.50;    -4.01;    -4.00;    -3.66;    -4.39;    -4.06;    -4.27;    -4.75;    -4.08;    -4.57;    -5.20;    -4.50;
1980;01;    -4.20;    -4.21;    -1.91;    -3.33;    -2.04;    -4.18;    -1.88;    -1.89;    -0.71;    -1.17;    -2.57;    -0.73;    -3.96;    -3.21;    -3.35;    -3.52;    -2.66;
1981;01;    -1.06;    -1.07;    -2.43;    -3.89;    -1.84;    -0.72;     0.18;     0.18;     0.60;    -0.70;    -0.20;    -0.30;    -2.07;    -0.84;    -1.65;    -2.67;    -1.51;
1982;01;    -2.90;    -2.92;    -1.64;    -3.56;    -2.57;    -3.59;    -1.25;    -1.27;    -0.02;    -1.68;    -2.79;    -1.02;    -2.51;    -2.09;    -2.45;    -2.90;    -2.28;
1983;01;     4.71;     4.71;     3.07;     2.48;     3.66;     4.70;     5.13;     5.14;     5.09;     3.84;     5.02;     3.79;     3.64;     4.77;     4.04;     3.12;     3.97;
1984;01;     1.46;     1.45;     0.61;    -0.36;     1.03;     1.40;     2.03;     2.03;     2.28;     1.56;     1.82;     1.63;     0.46;     1.65;     1.01;     0.20;     1.07;
1985;01;    -5.72;    -5.74;    -5.91;    -6.91;    -5.14;    -5.61;    -4.69;    -4.69;    -4.13;    -4.41;    -4.69;    -4.22;    -5.87;    -5.15;    -5.59;    -6.13;    -5.51;
1986;01;    -0.01;    -0.02;     0.36;    -0.79;     0.46;    -0.33;     0.62;     0.61;     1.46;     1.00;    -0.45;     1.44;    -0.57;     0.16;    -0.28;    -0.84;     0.09;
1987;01;    -7.37;    -7.38;    -5.32;    -6.17;    -5.68;    -6.33;    -5.50;    -5.49;    -4.43;    -4.64;    -4.44;    -4.13;    -7.72;    -6.99;    -7.09;    -7.23;    -5.91;
1988;01;     3.46;     3.45;     3.19;     1.90;     3.59;     3.50;     4.72;     4.72;     5.15;     4.03;     4.27;     4.35;     2.92;     3.89;     3.38;     2.72;     3.50;
1989;01;     3.14;     3.14;     1.29;     0.42;     2.12;     3.79;     3.88;     3.90;     3.72;     2.34;     4.33;     2.45;     2.13;     3.35;     2.63;     1.73;     2.45;
1990;01;     3.57;     3.56;     1.12;    -0.31;     2.45;     3.90;     4.44;     4.45;     4.33;     2.60;     4.40;     2.51;     2.22;     3.63;     2.81;     1.78;     2.53;
1991;01;     2.03;     2.02;     0.74;     0.08;     1.30;     2.09;     2.58;     2.59;     2.49;     1.46;     2.54;     1.63;     1.34;     2.02;     1.49;     0.82;     1.49;
1992;01;     1.30;     1.29;    -0.12;    -0.48;     1.03;     1.64;     2.09;     2.10;     1.99;     1.17;     2.48;     1.36;     0.68;     1.49;     0.99;     0.35;     0.97;
1993;01;     2.15;     2.14;     3.09;     1.58;     2.39;     1.93;     2.93;     2.94;     3.79;     3.45;     2.62;     3.80;     1.76;     2.50;     1.99;     1.35;     2.46;
1994;01;     3.26;     3.25;     2.33;     1.83;     2.86;     3.16;     3.89;     3.90;     3.96;     3.17;     3.58;     3.37;     2.81;     3.44;     2.89;     2.20;     2.96;
1995;01;     0.41;     0.40;    -0.31;    -1.54;     0.13;     0.39;     1.39;     1.40;     1.84;     1.19;     1.02;     1.81;    -0.68;     0.55;    -0.08;    -0.86;     0.18;
1996;01;    -4.20;    -4.21;    -1.40;    -3.16;    -2.59;    -3.46;    -2.84;    -2.84;    -1.06;    -1.27;    -2.57;    -0.66;    -4.34;    -3.98;    -4.10;    -4.26;    -2.82;
1997;01;    -2.66;    -2.67;    -2.58;    -3.59;    -3.12;    -2.26;    -1.81;    -1.79;    -1.66;    -2.76;    -1.61;    -1.97;    -3.06;    -2.48;    -2.91;    -3.46;    -2.63;
1998;01;     2.66;     2.66;     1.71;     0.68;     2.23;     2.96;     3.79;     3.79;     3.63;     2.51;     3.55;     2.87;     1.88;     3.09;     2.49;     1.75;     2.39;
1999;01;     2.78;     2.77;     2.06;     0.63;     2.85;     2.70;     3.99;     3.99;     4.28;     3.15;     3.29;     3.23;     2.05;     3.33;     2.86;     2.26;     2.60;
2000;01;     1.18;     1.17;     0.03;    -1.37;     1.22;     1.94;     2.91;     2.92;     2.84;     1.82;     3.18;     2.03;    -0.03;     1.64;     1.02;     0.23;     1.06;
2001;01;     0.77;     0.76;     1.25;    -0.56;     0.91;     0.92;     1.66;     1.66;     2.20;     1.75;     1.47;     2.09;     0.24;     0.91;     0.49;    -0.04;     0.87;
2002;01;     1.78;     1.77;    -0.07;    -1.17;     0.75;     2.38;     3.14;     3.15;     3.08;     1.01;     3.31;     0.82;     0.63;     1.93;     1.18;     0.24;     1.19;
2003;01;    -0.55;    -0.57;    -0.66;    -1.48;    -0.02;    -0.32;     0.94;     0.93;     1.16;     0.17;     0.63;     0.22;    -1.19;     0.06;    -0.38;    -0.94;    -0.25;
2004;01;    -1.42;    -1.43;     0.16;    -1.31;     0.58;    -1.15;     1.39;     1.38;     1.94;     0.99;     0.39;     1.15;    -1.78;    -0.20;    -0.46;    -0.79;    -0.09;
2005;01;     2.78;     2.76;     0.62;    -0.17;     1.97;     3.14;     3.69;     3.70;     3.51;     2.17;     3.76;     2.13;     1.57;     2.89;     2.24;     1.41;     2.03;
2006;01;    -3.92;    -3.92;    -2.79;    -4.04;    -2.13;    -2.99;    -1.10;    -1.10;    -0.40;    -1.34;    -1.15;    -0.77;    -3.94;    -2.95;    -3.25;    -3.63;    -2.59;
2007;01;     5.18;     5.17;     4.17;     3.53;     4.68;     5.07;     5.68;     5.68;     5.71;     5.04;     5.58;     5.10;     4.35;     5.33;     4.79;     4.11;     4.76;
2008;01;     3.65;     3.65;     2.87;     1.99;     3.80;     3.60;     5.07;     5.06;     5.19;     4.00;     4.54;     4.01;     3.21;     4.33;     3.89;     3.34;     3.65;
2009;01;    -2.27;    -2.28;    -2.84;    -3.91;    -2.88;    -0.88;    -0.43;    -0.41;    -1.02;    -2.00;     0.36;    -1.53;    -3.00;    -1.99;    -2.57;    -3.31;    -2.16;
2010;01;    -5.14;    -5.15;    -2.76;    -3.77;    -3.36;    -4.64;    -3.20;    -3.20;    -2.06;    -2.48;    -3.32;    -1.96;    -5.09;    -4.78;    -4.81;    -4.85;    -3.65;
2011;01;     1.15;     1.14;     0.52;    -0.53;     1.21;     0.99;     2.03;     2.03;     2.25;     1.68;     1.16;     1.93;     0.39;     1.48;     1.01;     0.41;     0.95;
2012;01;     1.70;     1.69;     1.72;     0.63;     2.07;     1.89;     2.88;     2.88;     3.24;     2.77;     2.67;     2.95;     1.11;     2.03;     1.67;     1.22;     1.91;
2013;01;    -0.14;    -0.15;     0.40;    -0.44;     0.19;     0.40;     0.79;     0.80;     1.05;     0.66;     1.05;     0.79;    -1.01;     0.16;    -0.22;    -0.73;     0.20;
2014;01;     0.49;     0.49;     2.83;     1.65;     3.03;     0.25;     2.47;     2.46;     4.34;     3.83;     1.75;     4.05;     1.14;     1.26;     1.39;     1.56;     2.12;
2015;01;     2.80;     2.79;     1.69;     1.08;     1.85;     2.75;     3.03;     3.04;     2.86;     1.89;     2.98;     1.85;     2.09;     2.82;     2.31;     1.65;     2.19;
2016;01;    -0.40;    -0.41;     1.83;     0.41;     1.64;    -0.60;     1.39;     1.39;     3.13;     2.58;     0.78;     2.73;     0.06;     0.38;     0.35;     0.31;     1.01;
