Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20240415
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1921;11;    34.9;    34.9;    50.4;    41.1;    31.3;    49.7;    42.1;    42.4;    37.3;    36.0;    75.6;    44.2;    37.6;    29.3;    29.2;    29.2;    41.3;
1922;11;    54.0;    53.8;   101.8;    91.9;    90.0;    49.8;    73.5;    73.0;    95.0;    76.5;    54.1;    85.1;    81.1;    56.9;    69.4;    85.2;    79.3;
1923;11;    24.7;    24.8;    95.7;    72.5;    56.5;    37.9;    46.3;    46.4;    54.5;    64.7;    90.7;    92.5;    39.9;    20.8;    28.4;    37.9;    56.6;
1924;11;    16.8;    16.8;    74.4;    67.2;    68.3;    28.2;    18.6;    18.6;    42.7;    71.2;    52.0;    97.5;    40.1;    14.6;    29.0;    47.0;    46.7;
1925;11;    36.2;    36.2;    63.8;    51.1;    68.3;    47.8;    51.3;    51.3;    68.3;    65.5;    56.5;    81.1;    28.4;    33.8;    39.8;    47.3;    52.5;
1926;11;    69.9;    69.7;    38.1;    30.6;    57.8;    84.7;    69.4;    69.1;    88.3;    93.1;    59.6;   124.4;    58.6;    54.9;    45.8;    34.3;    59.0;
1927;11;    32.0;    32.1;    95.3;    70.3;    68.5;    34.8;    44.1;    43.9;    69.3;    84.9;    62.7;   110.0;    57.3;    41.5;    48.5;    57.4;    61.4;
1928;11;    85.6;    85.7;   111.1;    90.8;   114.1;   101.2;   125.1;   125.2;   135.8;   102.2;   150.7;   125.3;    96.9;    89.0;    92.0;    95.8;   107.4;
1929;11;    16.8;    16.9;    38.0;    43.8;    49.4;    32.8;    34.9;    35.0;    55.4;    58.9;    66.4;    74.1;    21.9;    20.8;    25.8;    32.0;    39.6;
1930;11;    76.7;    76.5;   133.9;   100.4;   118.5;    81.2;   121.3;   120.8;   152.8;   131.7;    95.1;   181.6;    85.0;    81.2;    88.8;    98.3;   109.5;
1931;11;     9.9;    10.0;    27.4;    26.4;    30.4;    12.7;    21.7;    21.6;    28.3;    33.8;    24.0;    47.3;    13.7;    16.4;    18.7;    21.5;    23.0;
1932;11;    32.5;    32.5;    59.6;    62.8;    52.6;    34.0;    42.9;    42.9;    45.7;    44.6;    54.8;    56.4;    46.6;    38.6;    44.4;    51.6;    49.0;
1933;11;    35.7;    35.7;    66.1;    54.1;    44.6;    28.1;    40.9;    40.8;    56.7;    51.1;    38.1;    50.0;    27.5;    35.9;    37.9;    40.5;    46.0;
1934;11;    56.7;    56.6;    46.0;    41.0;    55.8;    44.4;    47.1;    47.4;    42.2;    48.9;    69.1;    56.8;    90.3;    38.9;    42.2;    46.3;    49.4;
1935;11;    29.5;    29.4;    33.3;    31.9;    28.7;    27.2;    35.9;    36.0;    39.4;    41.4;    40.3;    69.7;    27.8;    22.4;    20.1;    17.2;    32.4;
1936;11;    36.9;    36.9;    60.0;    52.6;    53.4;    45.7;    61.4;    61.5;    70.0;    53.5;    69.0;    72.2;    42.4;    34.7;    42.4;    52.1;    53.8;
1937;11;    28.0;    27.9;    40.7;    38.7;    28.9;    39.1;    40.9;    40.9;    34.1;    31.7;    47.7;    29.2;    34.0;    23.2;    25.3;    27.9;    35.7;
1938;11;    34.1;    34.3;    39.8;    39.5;    57.3;    37.3;    60.8;    60.8;    71.1;    72.3;    73.2;    80.8;    39.7;    37.6;    38.2;    38.9;    49.4;
1939;11;    67.6;    67.6;   104.4;   108.9;   125.6;    52.3;   110.2;   109.5;   149.8;   104.8;    68.4;   135.2;    80.9;    84.7;    94.4;   106.6;   101.5;
1940;11;    67.9;    67.6;   103.2;    82.5;   114.1;    55.7;   105.6;   105.3;   147.6;    99.2;    85.1;   134.5;    79.6;    73.5;    84.2;    97.7;    94.3;
1941;11;    27.7;    27.8;    39.0;    37.4;    41.3;    24.8;    38.6;    38.5;    41.0;    38.8;    29.9;    35.6;    40.7;    40.2;    44.0;    48.8;    37.3;
1942;11;    54.0;    53.9;    55.1;    53.8;    56.7;    54.6;    60.1;    59.9;    61.6;    57.1;    40.2;    57.9;    61.3;    51.9;    52.5;    53.4;    55.7;
1943;11;    40.5;    40.3;    79.2;    61.5;    87.5;    40.8;    65.1;    65.2;    92.4;    91.5;    71.5;   125.5;    35.8;    40.7;    46.3;    53.4;    64.9;
1944;11;    93.5;    93.5;   205.0;   153.2;   123.9;    98.9;   133.6;   133.6;   155.9;   130.6;   125.7;   175.3;    91.3;    84.7;    91.9;   100.9;   134.0;
1945;11;    45.3;    45.1;    49.9;    41.7;    43.2;    47.3;    45.5;    45.5;    50.9;    46.6;    49.1;    42.3;    55.8;    47.0;    51.8;    57.8;    47.1;
1946;11;    17.2;    17.2;    33.0;    30.3;    34.3;    27.7;    42.2;    42.2;    47.9;    35.8;    39.1;    54.0;    17.9;    19.7;    19.5;    19.2;    31.9;
1947;11;   100.5;   100.0;   143.6;   150.4;    97.0;    99.5;   136.8;   136.8;   134.3;    95.9;   144.8;   120.6;   111.4;    81.3;    81.0;    80.7;   123.1;
1948;11;    27.7;    27.7;    36.3;    29.6;    34.2;    17.6;    26.9;    26.8;    36.5;    34.0;    34.4;    56.2;    25.3;    24.3;    24.2;    24.1;    29.8;
1949;11;    43.2;    43.1;    58.3;    48.1;    57.2;    51.3;    77.4;    77.0;    92.7;    55.6;    65.2;    73.5;    32.9;    44.0;    43.8;    43.5;    57.8;
1950;11;    50.4;    50.5;   176.8;   139.2;   131.8;    60.4;    72.9;    72.8;   114.8;   134.4;    74.4;   154.1;    64.5;    59.0;    76.2;    97.8;   105.3;
1951;11;    58.4;    58.4;   113.2;    74.2;   102.9;    68.4;   111.6;   111.6;   129.5;   120.6;   103.5;   138.4;    66.2;    61.7;    67.9;    75.7;    91.8;
1952;11;    55.4;    55.4;   165.1;   126.7;   119.8;    55.2;    88.7;    88.3;   121.4;   130.1;    59.9;   138.4;    76.3;    64.1;    78.5;    96.5;   103.6;
1953;11;    22.6;    22.5;    10.1;    11.0;     6.5;    29.1;    29.7;    29.9;    10.5;     8.9;    32.7;    17.0;    16.3;    15.9;    11.4;     5.7;    16.5;
1954;11;    31.4;    31.3;    36.4;    31.4;    38.9;    49.6;    62.6;    63.0;    56.8;    43.0;    66.3;    64.0;    27.7;    26.9;    25.3;    23.3;    41.9;
1955;11;    19.3;    19.2;    16.2;    17.7;    19.6;    18.6;    26.9;    26.7;    27.8;    22.4;    20.8;    22.8;    28.1;    14.8;    17.2;    20.1;    21.0;
1956;11;    55.4;    55.5;    60.9;    59.6;    52.3;    45.5;    51.7;    51.8;    59.5;    47.8;    50.4;    51.6;    73.1;    42.5;    43.6;    45.0;    54.9;
1957;11;    24.4;    24.5;    26.5;    22.5;    30.0;    39.3;    41.7;    41.6;    48.2;    31.1;    50.6;    35.4;    31.6;    30.7;    31.8;    33.2;    32.9;
1958;11;    13.9;    13.9;    49.1;    30.3;    30.2;    17.5;    25.5;    25.5;    40.1;    43.4;    29.0;    54.8;    19.8;    16.6;    20.0;    24.2;    29.5;
1959;11;    26.2;    26.2;    41.6;    39.3;    43.4;    26.9;    39.5;    39.5;    37.4;    44.7;    37.8;    63.2;    26.9;    41.3;    41.5;    41.8;    37.7;
1960;11;    65.3;    64.9;    88.6;    59.9;    79.8;    73.8;    98.1;    98.0;   113.8;    83.0;   119.5;   143.7;    51.6;    58.3;    56.6;    54.5;    79.4;
1961;11;    51.4;    51.1;    37.0;    37.6;    71.9;    32.3;    74.8;    74.5;    81.0;    63.8;    56.9;    91.3;    44.1;    72.1;    61.1;    47.3;    55.0;
1962;11;    18.9;    18.7;    31.6;    36.2;    39.4;    25.2;    23.7;    23.6;    33.1;    45.7;    25.1;    47.8;    20.5;    19.4;    20.3;    21.6;    29.5;
1963;11;    75.9;    75.5;   130.2;    96.6;   112.6;   101.4;   104.8;   104.9;   108.1;   114.9;   139.6;   181.3;    48.8;    62.2;    68.9;    77.2;    99.9;
1964;11;    41.0;    41.0;   103.7;    92.9;    84.1;    42.3;    46.2;    46.1;    84.8;    90.4;    55.6;   111.2;    54.1;    30.5;    39.6;    51.0;    69.6;
1965;11;    51.7;    51.6;   132.0;    91.5;   115.2;    59.1;    66.6;    66.4;    88.4;   115.6;   103.4;   164.6;    51.6;    56.3;    73.8;    95.8;    86.3;
1966;11;    30.9;    30.9;    63.2;    52.7;    84.5;    42.2;    70.7;    70.4;    95.1;    78.5;    70.8;   101.8;    27.6;    46.3;    52.4;    60.1;    60.8;
1967;11;    36.5;    36.5;    68.4;    40.2;    67.4;    48.6;    60.3;    60.0;    84.7;    82.8;    49.1;   103.7;    23.5;    35.4;    35.3;    35.2;    53.7;
1968;11;    68.3;    68.2;    33.6;    25.7;    25.4;    66.7;    42.6;    42.7;    36.1;    27.0;    62.8;    24.5;    62.3;    52.8;    43.5;    31.7;    41.5;
1969;11;    50.9;    50.6;   103.5;    89.5;    87.2;    92.5;    82.3;    82.6;    92.5;    99.1;   173.4;   136.8;    39.9;    47.4;    53.7;    61.6;    85.4;
1970;11;    64.5;    64.6;    71.1;    69.2;    53.1;    77.4;    81.2;    81.3;    76.6;    52.6;   110.5;    58.6;    72.4;    58.5;    57.1;    55.3;    70.7;
1971;11;    33.9;    33.9;    95.4;    68.9;    82.7;    34.7;    55.4;    55.4;    90.1;    89.8;    70.1;   106.7;    64.8;    28.4;    44.9;    65.8;    66.2;
1972;11;    38.6;    38.5;   158.8;   117.0;    79.8;    44.0;    70.9;    70.9;    73.3;   101.9;   106.1;   142.6;    38.8;    30.6;    42.3;    57.0;    84.5;
1973;11;    49.6;    49.5;   119.7;   109.1;    67.3;    81.9;    83.2;    83.8;    73.0;    74.2;   123.8;    82.0;    48.6;    38.6;    41.9;    45.9;    82.6;
1974;11;    49.7;    49.5;    96.5;    81.4;    76.3;    48.6;    69.6;    69.5;   102.3;    98.8;    81.9;   129.8;    64.0;    41.3;    44.3;    48.1;    74.9;
1975;11;    33.1;    33.2;    93.2;    68.3;    60.7;    29.9;    59.0;    59.0;    72.9;    76.5;    60.9;   103.4;    45.0;    27.6;    34.6;    43.4;    59.8;
1976;11;    40.1;    40.2;    71.5;    65.9;    69.1;    43.8;    65.8;    65.7;    82.4;    86.3;    59.8;    95.5;    63.3;    44.6;    50.6;    58.1;    64.0;
1977;11;    61.6;    61.5;   130.6;   107.5;   132.6;    69.1;   113.1;   113.3;   136.8;   126.0;   142.5;   149.5;    90.5;    66.4;    86.3;   111.3;   108.3;
1978;11;    17.8;    18.0;    17.3;    15.9;    10.9;    26.8;    21.8;    22.0;    21.3;    16.1;    52.2;    17.4;    29.8;    11.3;    11.7;    12.2;    19.9;
1979;11;    70.4;    70.3;   130.3;   121.5;    95.2;    56.2;    67.1;    67.1;    88.1;    92.3;   103.2;   118.3;    72.4;    59.1;    65.6;    73.8;    90.9;
1980;11;    39.5;    39.4;    44.9;    44.5;    58.1;    58.5;    65.7;    65.7;    73.1;    61.5;    97.9;    83.5;    46.9;    41.3;    47.9;    56.1;    55.5;
1981;11;    50.0;    49.9;    90.8;    91.2;    89.0;    60.8;    90.7;    90.6;   118.5;    74.1;    82.1;    72.9;    90.5;    49.8;    69.8;    95.0;    84.3;
1982;11;    24.5;    24.3;    55.9;    44.2;    47.7;    29.4;    54.6;    54.5;    67.4;    60.2;    79.8;    83.5;    22.5;    23.1;    24.8;    26.9;    46.2;
1983;11;    42.6;    42.4;    72.7;    61.0;    57.9;    43.0;    69.2;    69.0;    73.4;    56.6;    63.7;    77.9;    41.7;    42.0;    43.5;    45.4;    58.8;
1984;11;    40.4;    40.1;    61.1;    46.6;    73.2;    46.0;    57.7;    57.7;    67.6;    73.7;    68.2;   108.9;    35.8;    35.1;    42.8;    52.5;    54.6;
1985;11;    34.7;    34.8;   101.3;    91.3;    67.2;    41.5;    69.8;    70.2;    68.9;    76.1;    95.9;   104.4;    45.7;    35.4;    45.0;    57.1;    70.2;
1986;11;    22.7;    22.6;    49.5;    37.5;    36.6;    39.4;    43.0;    43.4;    50.3;    45.5;    83.4;    64.5;    18.6;    15.0;    16.0;    17.4;    39.0;
1987;11;    62.9;    62.6;    83.4;    73.2;    74.1;    66.2;    85.8;    85.6;   105.6;    82.4;    80.8;    84.0;    63.6;    55.3;    57.7;    60.7;    76.6;
1988;11;    36.6;    36.6;    49.3;    70.1;    69.3;    40.4;    65.2;    64.9;    74.4;    54.6;    49.5;    59.2;    78.3;    48.4;    61.6;    78.2;    60.6;
1989;11;    63.4;    63.4;    40.6;    53.8;    53.2;    39.7;    27.5;    27.4;    35.3;    48.6;    21.3;    56.7;    92.2;    52.2;    58.8;    67.1;    47.8;
1990;11;    57.4;    57.6;   118.9;   100.8;    98.0;    73.7;   104.9;   105.0;   105.9;    88.9;   122.7;    89.6;    72.5;    60.4;    68.5;    78.6;    93.5;
1991;11;    48.4;    48.3;   102.3;    79.2;    88.0;    45.3;    88.8;    88.6;   130.1;    95.1;    84.6;   112.6;    52.1;    46.4;    52.2;    59.5;    80.6;
1992;11;    59.2;    58.9;   143.1;   134.1;   102.2;    74.6;   115.3;   115.5;   126.8;   103.8;   153.4;   153.2;    52.6;    59.9;    68.5;    79.5;   108.1;
1993;11;    36.3;    36.4;    38.4;    36.1;    26.6;    36.7;    30.8;    30.7;    43.5;    25.2;    37.9;    22.5;    53.8;    36.3;    39.5;    43.6;    36.5;
1994;11;    39.3;    39.2;    45.4;    66.5;    56.0;    44.5;    60.9;    60.9;    83.5;    49.3;    59.5;    47.5;    50.6;    34.3;    42.9;    53.8;    56.3;
1995;11;    47.2;    47.2;    88.7;    83.1;    42.1;    40.4;    49.3;    49.2;    44.2;    46.1;    30.1;    48.8;    86.6;    45.2;    49.1;    54.1;    59.3;
1996;11;    39.9;    40.0;   122.3;    88.5;    92.8;    64.0;    92.8;    92.7;    97.7;   113.5;   110.4;   182.3;    44.5;    59.9;    63.7;    68.5;    86.1;
1997;11;    16.3;    16.4;    39.8;    33.5;    63.4;    34.3;    39.8;    39.8;    41.5;    74.3;    36.8;    95.6;    23.7;    28.5;    31.4;    35.0;    38.3;
1998;11;    42.0;    42.0;    97.2;    99.0;    72.1;    54.3;    70.0;    69.9;    76.1;    62.8;    78.2;    78.7;    61.9;    44.4;    58.7;    76.7;    74.3;
1999;11;    29.8;    29.8;    75.9;    78.2;    58.3;    23.5;    35.6;    35.5;    58.5;    53.4;    38.5;    49.5;    56.5;    39.2;    54.8;    74.4;    54.6;
2000;11;    28.5;    28.6;    73.6;    52.2;    63.7;    34.0;    36.1;    36.0;    52.5;    88.8;    44.5;   130.4;    33.2;    27.1;    32.9;    40.2;    49.1;
2001;11;    37.7;    37.8;   111.2;   106.5;   104.8;    45.1;    70.4;    70.2;   105.8;    98.4;    73.6;   107.1;    73.4;    40.7;    59.9;    84.2;    84.9;
2002;11;    73.0;    73.5;   161.5;   144.5;   100.0;    65.1;    95.3;    95.0;   110.7;   106.6;    90.0;   142.6;   123.4;    97.9;   109.3;   123.5;   114.5;
2003;11;    29.7;    29.5;    53.3;    36.7;    44.0;    29.8;    32.5;    32.4;    44.9;    44.7;    51.3;    60.9;    26.4;    27.1;    31.9;    37.9;    38.8;
2004;11;    66.8;    66.9;    44.1;    64.0;    73.5;    54.8;    87.1;    87.3;   105.4;    53.9;    68.6;    45.6;   113.0;    68.8;    78.1;    89.7;    72.8;
2005;11;    29.9;    30.1;    43.1;    46.7;    49.0;    36.0;    59.0;    59.0;    69.8;    46.5;    53.7;    54.4;    42.1;    40.1;    43.8;    48.6;    48.1;
2006;11;    39.1;    39.2;    43.6;    50.6;    57.7;    60.4;    68.0;    68.1;    83.1;    56.4;    67.6;    70.0;    50.0;    32.9;    39.5;    47.9;    55.5;
2007;11;    55.4;    55.4;    92.2;   104.7;    86.2;    52.8;    91.8;    91.6;   101.2;    66.3;    67.1;    56.1;    98.3;    64.5;    76.9;    92.3;    85.3;
2008;11;    31.0;    30.9;    39.2;    47.7;    40.0;    38.7;    59.8;    59.8;    60.0;    37.0;    61.2;    39.7;    35.8;    24.0;    30.1;    37.8;    44.7;
2009;11;    71.2;    71.2;    96.4;    76.7;   101.8;    83.5;   104.7;   104.8;   122.8;   111.0;   128.0;   147.7;    63.5;    74.2;    83.2;    94.6;    93.0;
2010;11;   102.8;   103.0;    96.5;    80.0;    80.9;   103.8;    90.3;    90.2;   117.2;    76.3;   133.1;   103.5;   113.4;   100.0;   106.5;   114.7;    96.9;
2011;11;     1.2;     1.3;     1.4;     0.9;     1.4;     4.4;     3.1;     3.1;     3.5;     2.9;    11.3;     6.6;     0.2;     0.9;     1.0;     1.0;     2.4;
2012;11;    49.8;    49.8;   119.4;    72.3;    48.5;    36.3;    34.5;    34.5;    39.7;    55.2;    48.0;    70.6;    72.7;    38.2;    46.5;    56.8;    58.5;
2013;11;    50.6;    50.5;    92.6;    76.5;    78.1;    50.5;    74.4;    74.4;    81.4;    79.9;    70.7;    98.8;    46.2;    64.4;    67.2;    71.0;    72.1;
2014;11;     7.0;     7.0;    59.1;    32.0;    37.2;    11.8;    22.7;    22.6;    44.1;    53.0;    24.8;    70.6;    10.9;    10.0;    14.4;    20.1;    29.7;
2015;11;    75.8;    75.9;   100.8;    94.7;    96.1;    90.2;   127.1;   127.1;   124.2;    86.6;   156.0;    98.3;    89.3;    70.8;    79.1;    90.0;   101.0;
2016;11;    39.2;    39.2;    77.2;    70.5;    58.2;    45.4;    50.5;    50.4;    71.1;    56.3;    51.3;    73.3;    44.2;    34.4;    39.6;    46.5;    57.3;
2017;11;    60.7;    60.5;   119.2;    86.5;    85.9;    61.2;    78.2;    78.2;    84.2;    88.0;    91.0;   132.5;    64.1;    55.7;    62.2;    70.8;    81.5;
2018;11;    15.3;    15.2;    21.0;    20.8;    25.6;    11.5;    19.9;    19.9;    23.3;    34.3;    23.7;    57.5;    12.1;    12.8;    14.1;    15.9;    20.2;
2019;11;    41.3;    41.3;    64.3;    50.8;    60.6;    65.5;    65.9;    65.9;    82.2;    70.6;    80.0;   100.4;    32.7;    37.9;    43.1;    50.0;    58.9;
2020;11;    11.5;    11.3;    27.9;    21.2;    20.3;    11.9;    25.0;    24.9;    31.1;    24.5;    29.4;    32.6;     8.5;     8.5;    10.1;    12.3;    20.7;
2021;11;    60.5;    60.4;    39.2;    52.0;    37.9;    61.2;    42.6;    42.7;    44.9;    45.7;    63.9;    58.6;    62.0;    47.3;    49.5;    52.4;    49.7;
2022;11;    19.5;    19.7;    78.9;    65.7;    57.6;    15.5;    40.1;    39.9;    53.8;    74.0;    37.7;   102.1;    35.0;    25.4;    29.5;    34.9;    48.9;
2023;11;    71.2;    71.1;   182.9;   161.0;   113.9;    69.1;   121.3;   120.9;   139.8;   125.5;   119.4;   176.2;    89.3;    77.4;    84.8;    94.5;   124.1;
