,lag: 1,lag: 2,lag: 3,lag: 4,lag: 5,lag: 6,lag: 7
0,tensor(0.8948),tensor(0.7400),tensor(0.5935),tensor(0.4962),tensor(0.4312),tensor(0.3761),tensor(0.3185)
